Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.4,15,"Orcas live in pods of 5-30. Which statement best explains why orcas travel in large groups?","Orca passage context.",MC,"A) To confuse predators, B) For protection since they are weak, C) To hunt since they need to eat so much food due to their large size, D) To make it easier to build shelter",C,3,3-LS2-1,3,"Passage-based question using orca information about size and food needs.",2,"Engages 'Constructing Explanations from Evidence' — using passage data about orca size and diet to explain group behavior.",3,"Requires connecting orca size/diet information to group hunting benefit. Goes beyond recall.",2,"Engages Cause and Effect (large size → high food needs → group hunting advantage).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good passage-based question. Elevate by providing hunting success data for different pod sizes."
Alpha Standardized Science G3.4,16,"Two sibling orcas look similar but have different-sized white eye patches. Which statement best explains why?","Image of two orca siblings with different eye patch sizes (404x376).",MC,"A) They most likely eat different amounts of food, B) They most likely have different ages, C) They most likely inherited different traits from their parents, D) They most likely did not want to look like each other",C,3,3-LS3-1,3,"Visual evidence of trait variation in orca siblings. Students reason about inheritance and variation.",2,"Engages 'Constructing Explanations' — reasoning about why siblings show trait variation.",3,"Requires understanding that offspring inherit different combinations of traits from parents.",2,"Engages Cause and Effect (different gene combinations → different traits in siblings).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good visual comparison question. Elevate by providing data on trait variation across multiple orca families."
Alpha Standardized Science G3.4,17,"Spoonbills in zoo are not as bright pink as in the wild. Data table shows differences. Which statement most likely explains the duller color?","Data table comparing zoo and wild spoonbills (470x183).",MC,"A) Spoonbills in zoo live very close to fresh water, B) Spoonbills in zoo are awake during the day, C) Spoonbills in zoo are younger, D) Spoonbills in zoo have a different diet",D,3,3-LS3-2,4,"Rich data-driven scenario comparing zoo vs. wild spoonbills with a data table showing differences including diet.",3,"Engages 'Analyzing and Interpreting Data' — students use the data table to identify which factor explains the color difference.",3,"Requires understanding the distinction between inherited and environmentally acquired traits. Diet → color is an acquired characteristic.",3,"Engages Cause and Effect (different diet → different feather color) and Patterns (data pattern → explanation).",3.25,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent data-driven question about inherited vs. acquired traits. Students use real comparison data to explain variation."
Alpha Standardized Science G3.4,18,"Diagram of two bar magnets. What will most likely happen to these two magnets?","Diagram showing two bar magnets with poles labeled (262x76).",MC,"A) They will move apart, B) They will move closer together, C) Magnet Y will move in a circle, D) Magnet X will move in a circle",B,3,3-PS2-3,2,"Simple diagram of two magnets with labeled poles. Students predict interaction.",1,"No meaningful practice. Prediction based on recall of magnetic pole interactions.",2,"Tests understanding of magnetic attraction between opposite poles.",1,"Engages Cause and Effect (opposite poles → attraction) implicitly.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from experiments with different pole orientations and distances and ask students to identify the pattern."
Alpha Standardized Science G3.4,19,"Below is a diagram of a butterfly life cycle. What happens in the second stage?","Diagram of butterfly life cycle stages (481x171).",MC,"A) Butterfly is born and hatches from an egg, B) Butterfly can reproduce, C) Butterfly dies, D) Butterfly does not have wings",D,3,3-LS1-1,2,"Visual diagram of life cycle but task is identifying a specific stage. Basic application.",1,"No meaningful practice. Reading a diagram to identify a stage.",2,"Tests understanding of butterfly metamorphosis stages. Application level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide unfamiliar insect life cycle data and ask students to classify the metamorphosis type."
Alpha Standardized Science G3.4,20,"Two magnets placed near each other on a tabletop. Which statements about the two magnets are true? Select two.","Diagram showing two magnets with poles labeled (180x119).",MSA,"A) The two magnets will be attracted to each other, B) The two magnets will repel each other, C) The two magnets won't attract and won't repel, D) There is no force between the magnets, E) There is force between the magnets","E, B",3,3-PS2-3,2,"Simple diagram with two magnets. Students identify the interaction.",1,"No meaningful practice. Recall of magnet pole interactions.",2,"Tests understanding of magnetic repulsion (like poles). Basic application.",1,"Engages Cause and Effect implicitly.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Multi-select format adds minor complexity but still recall-based. Provide experimental data on magnet interactions."
Alpha Standardized Science G3.4,21,"Two magnets separated by a small distance. What happens to the magnetic force when they are moved farther apart?","Image showing two magnets at different distances.",MC,"A) Magnetic force becomes stronger, B) Magnetic force becomes weaker, C) Magnetic force becomes zero, D) Magnetic force stays the same",B,3,3-PS2-3,2,"Brief scenario about distance and magnetic force.",1,"No meaningful practice. Recall of distance-force relationship.",2,"Tests understanding that magnetic force decreases with distance.",2,"Engages Cause and Effect (increased distance → decreased force).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data table from magnet-distance experiment and ask students to identify the pattern."
Alpha Standardized Science G3.4,22,"Toy car diagram: What could a student do to make the model toy car move forward?","Diagram of model toy car (318x149).",MC,"A) Push on the back of the car, B) Push on the front of the car, C) Push on the top of the car, D) Push on the bottom of the car",A,3,3-PS2-1,2,"Simple scenario with toy car diagram.",1,"No meaningful practice. Force direction identification.",2,"Tests understanding of push forces and direction. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide force-direction data from experiments and ask students to predict car movement patterns."
Alpha Standardized Science G3.4,23,"Toy car diagram: Which type of forces would need to be applied to make the car move?","Same toy car diagram context.",MC,"A) Unbalanced forces are needed to make the car move, B) Balanced forces are needed to make the car move, C) Forces of same strength from all directions are needed, D) No forces are needed to make the car move",A,3,3-PS2-1,2,"Continuation of toy car scenario. Students identify type of forces needed for motion.",1,"No meaningful practice. Recall of balanced vs. unbalanced forces.",2,"Tests understanding that unbalanced forces cause motion. Application level.",2,"Engages Cause and Effect (unbalanced forces → motion).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from balanced vs. unbalanced force experiments and ask students to predict outcomes."
Alpha Standardized Science G3.4,24,"Picture shows a fossil from an animal that lived long ago. Which animal living today is most like the fossil?","Fossil image (305x238) and four modern animal options with images.",MC,"A) [Modern animal A matching fossil], B) [Modern animal B], C) [Modern animal C], D) [Modern animal D]",A,3,3-LS4-1,2,"Visual comparison between fossil and modern organisms. Students must match structural similarities.",2,"Engages 'Analyzing and Interpreting Data' — comparing visual evidence between fossil and modern organisms.",2,"Tests understanding that fossils can be compared to living organisms. Application level.",2,"Engages Patterns (structural similarities indicate relationships).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good visual comparison. Add more fossil detail and ask students to explain which features suggest the relationship."
Alpha Standardized Science G3.4,25,"Lee places a magnet near four different objects at the park. Which object will attract Lee's magnet?","Images of four objects at a park.",MC,"A) [Object A], B) [Object B], C) [Metal object C], D) [Object D]",C,3,3-PS2-3,2,"Brief everyday scenario. Students identify which material is magnetic.",1,"No meaningful practice. Material identification.",2,"Tests understanding of magnetic vs. non-magnetic materials. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from testing multiple materials with magnets and ask students to classify and explain."
Alpha Standardized Science G3.4,26,"Paper clips on paper move toward a pen when close. What is most likely inside the pen?","Image of pen near paper clips (492x174).",MC,"A) a nail, B) a battery, C) a magnet, D) a light bulb",C,3,3-PS2-3,2,"Simple everyday scenario. Students identify hidden magnet from magnetic attraction evidence.",2,"Engages 'Constructing Explanations from Evidence' — reasoning from observed behavior to identify cause.",2,"Tests understanding of magnetic attraction. Application level.",2,"Engages Cause and Effect (magnet inside pen → paper clips attracted).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good reasoning-from-evidence question. Elevate by providing data from testing different objects inside the pen."
Alpha Standardized Science G3.4,27,"A class made lists describing students. Which list shows an inherited trait passed on from parents?","Chart showing student characteristics in lists (437x453).",MC,"A) Has Black Hair, B) Is Wearing Blue, C) Has Pierced Ears, D) Likes To Play Soccer",A,3,3-LS3-1,2,"Brief classroom data context. Students classify traits as inherited vs. acquired.",1,"No meaningful practice. Classification task.",2,"Tests understanding of inherited traits. Recall with visual context.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide family trait data across generations and ask students to identify which traits show inheritance patterns."
Alpha Standardized Science G3.4,28,"What are the dangers of a blizzard?",None,MC,"A) It might ruin a picnic, B) It can cause cold weather injuries and make travel dangerous, C) It can make people too hot, D) It can cause sunburn",B,3,3-ESS3-1,1,"No scenario. Pure recall of weather hazard effects.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of blizzard dangers. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on blizzard impacts (injuries, travel disruptions) and ask students to analyze patterns."
Alpha Standardized Science G3.4,29,"Which of the following is an example of weather, not climate?",None,MC,"A) Typical hot and arid summers of the Mojave Desert, B) Mild and wet winters in Pacific Northwest, C) Usual warm humid summers in Florida, D) A heavy snowfall in New York City on a Thursday in December",D,3,3-ESS2-2,1,"No scenario. Classification of weather vs. climate examples.",1,"No practice engagement. Classification task.",2,"Tests understanding of weather (specific event) vs. climate (long-term pattern). Recall with reasoning.",2,"Engages Patterns (weather = single event, climate = pattern over time).",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide weather data alongside climate data and ask students to classify and explain the difference."
Alpha Standardized Science G3.4,30,"What happens when a ball is repeatedly kicked with the same force and in the same direction?",None,MC,"A) The ball changes direction randomly, B) The ball stays still, C) The ball continues moving in the same direction, D) The ball keeps moving back and forth",C,3,3-PS2-1,1,"No scenario. Recall of force and motion pattern.",1,"No practice engagement. Recall.",2,"Tests basic understanding of force and motion. Recall level.",2,"Engages Patterns (same force same direction → same result) and Cause and Effect.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from force-motion experiments and ask students to predict and explain the pattern."
Alpha Standardized Science G3.4,31,"What is an adaptation?",None,MC,"A) A new skill that an animal learns from parents, B) A color or pattern that an animal chooses to have, C) A feature that helps an organism survive better in its environment, D) A type of food that an animal eats",C,3,3-LS4-3,1,"No scenario. Pure definition recall.",1,"No practice engagement. Recall.",1,"Tests vocabulary definition. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide examples of adaptations across different environments and ask students to explain the pattern."
Alpha Standardized Science G3.4,32,"A travel brochure describes Cairo as having hot summers with very little rain throughout the year. Is it describing weather or climate?",None,MC,"A) Weather because it mentions the summer season, B) Climate because it describes what weather is generally like throughout the year, C) Weather because it specifies hot temperatures and rain, D) Climate because it describes what the atmosphere is like at a certain place and time",B,3,3-ESS2-2,2,"Brief real-world scenario with a travel brochure. Students distinguish weather from climate.",1,"No meaningful practice. Classification task with applied context.",2,"Tests understanding of climate as long-term patterns. Application level.",2,"Engages Patterns (climate = patterns over time vs. weather = specific conditions).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Good real-world context. Elevate by providing actual climate data for Cairo and asking students to compare with a specific weather report."
