Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.18,11,"Bar graph shows snowfall in four NY cities. Complete data table from graph.","Bar graph showing snowfall in Albany, Binghamton, Buffalo, Rochester (900x677).",TEI,"Data table to complete with values read from bar graph","Values read from bar graph",3,3-ESS2-2,3,"Real weather data in bar graph format. Students transfer data from graph to table.",3,"Engages 'Analyzing and Interpreting Data' — reading a bar graph and recording data values accurately.",2,"Tests graph-reading skills with real weather data.",2,"Engages Patterns (reading data from graphical representation).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Partially Meets,Needs Improvement,"Good data transfer task. Tech-enhanced format. Elevate by asking for comparison and prediction from the data."
Alpha Standardized Science G3.18,12,"Table shows weather data for Maple Grove. Which statement is supported by the data?","Weather data table showing temperature, rainfall, snowfall for 4 months (1757x540).",MC,"A) Month with least rainfall is February, B) Warmest daytime temps occur in August, C) November has more snowfall than February, D) June has lowest nighttime temperature",B,3,3-ESS2-2,3,"Real multi-variable weather data table. Students evaluate four claims against data.",3,"Engages 'Analyzing and Interpreting Data' — evaluating multiple claims against a complex data table with multiple variables.",3,"Requires analyzing multi-variable weather data across months. Goes beyond recall.",3,"Engages Patterns (identifying correct weather patterns from data).",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent data analysis question. Students must check each claim against multiple data variables."
Alpha Standardized Science G3.18,13,"School near river needs flood prevention. Which solution meets: 25-inch protection, under 60 min, door accessible, under $6000?","Data table showing 4 solutions with multiple criteria.",MC,"A) Solution A (36in/45min/Yes/$10000), B) Solution B (20in/30min/Yes/$7500), C) Solution C (28in/90min/No/$4700), D) Solution D (30in/50min/Yes/$5300)",D,3,3-ESS3-1,4,"Rich engineering design scenario with specific criteria and data table. Students evaluate solutions against four constraints.",3,"Engages 'Designing Solutions' — systematically evaluating multiple solutions against multiple criteria.",3,"Requires multi-variable engineering design evaluation. Deep reasoning about constraints.",3,"Engages Structure and Function (design features → meeting criteria) and Patterns.",3.25,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent engineering design question with trade-off analysis. Systematic elimination required."
Alpha Standardized Science G3.18,14,"Which force pulls objects toward the center of Earth?",None,MC,"A) gravity, B) friction, C) magnetism, D) electricity",A,3,3-PS2-1,1,"No scenario. Pure recall of gravity definition.",1,"No practice engagement. Recall.",1,"Tests vocabulary. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from drop experiments and ask students to identify the force from evidence."
Alpha Standardized Science G3.18,15,"Leo pulls laundry bag right, Ivy pulls left. What direction is the opposing force?","Image of two children pulling bag in opposite directions (1057x701).",MC,"A) To the left, B) Upward, C) Forward, D) To the right",A,3,3-PS2-1,2,"Scenario about opposing forces with visual.",2,"Engages 'Constructing Explanations' — identifying opposing force direction.",2,"Tests understanding of opposing forces. Application level.",2,"Engages Cause and Effect (opposing pulls → opposing forces).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide force data and ask students to predict whether the bag moves and in which direction."
Alpha Standardized Science G3.18,16,"Boy pushes Wagon A (5kg) and Wagon B (25kg) with same force. What happens?",None,MC,"A) Wagon A shorter distance because lighter accelerate slower, B) Wagon A greater distance because lighter accelerate quicker, C) Wagon B greater distance because heavier maintain momentum, D) Both same distance",B,3,3-PS2-1,2,"Comparative scenario with specific mass data.",2,"Engages 'Constructing Explanations' — reasoning about force-mass-motion relationship.",2,"Tests understanding of force-mass-motion relationship.",2,"Engages Cause and Effect (same force + less mass → more movement).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide experimental data and ask students to identify the pattern."
Alpha Standardized Science G3.18,17,"What statement BEST predicts the motion of objects with electric charges?",None,MC,"A) Positive and negative will pull toward each other, B) Two positives will pull toward each other, C) Two negatives will pull toward each other, D) Negative will push positive away",A,3,3-PS2-3,1,"No scenario. Recall of charge interactions.",1,"No practice engagement. Recall.",2,"Tests basic knowledge of electrical charge interactions.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide experimental data on charge interactions and ask students to identify the pattern."
Alpha Standardized Science G3.18,18,"Student uses magnet to move toy car across wooden table. Car must contain which material?","Diagram of magnet moving toy car on table (922x522).",MC,"A) glass, B) metal, C) plastic, D) wood",B,3,3-PS2-3,2,"Simple scenario with visual. Students identify magnetic material.",1,"No meaningful practice. Material identification.",2,"Tests understanding of magnetic materials. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from testing different materials with magnets and ask students to identify the pattern."
Alpha Standardized Science G3.18,19,"Magnet near iron block. What can student do to increase force of attraction?","Diagram of magnet near iron block (790x262).",MC,"A) Move magnet farther, B) Put paper between them, C) Move magnet closer, D) Turn magnet handle-side",C,3,3-PS2-3,2,"Simple diagram scenario.",1,"No meaningful practice. Recall of distance-force relationship.",2,"Tests understanding that closer distance = stronger magnetic force.",2,"Engages Cause and Effect (closer → stronger force).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide distance-force data table and ask students to predict force at untested distances."
Alpha Standardized Science G3.18,20,"Four identical magnets at different distances from paper clips. Which attracts the most and why?","Diagram showing 4 magnets at different distances from paper clips (1057x788).",MC,"A) Magnet A because force weakens with distance, B) Magnet D because strongest when far, C) Magnet B because force stronger with distance, D) All attract same because identical",A,3,3-PS2-3,3,"Visual data showing magnets at different distances. Students apply distance-force relationship with reasoning.",2,"Engages 'Analyzing and Interpreting Data' — using visual distance data to predict magnet behavior.",2,"Tests understanding of distance-force relationship with justification required in answer.",2,"Engages Cause and Effect (closer distance → stronger force → more clips).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good visual question requiring reasoning. Elevate by providing actual data from the experiment."
Alpha Standardized Science G3.18,21,"Homeowner in coastal California needs quick window protection. Plywood vs. roll-down shutters?",None,MC,"A) Plywood because economical, B) Roll-down because quickly deployed and durable, C) Plywood because better debris protection, D) Roll-down because least expensive",B,3,3-ESS3-1,3,"Engineering design scenario with specific criteria and trade-offs.",2,"Engages 'Designing Solutions' — evaluating solutions against criteria.",2,"Tests understanding of engineering design trade-offs.",2,"Engages Structure and Function (design features → meeting criteria).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering context with criteria. Elevate by adding data."
Alpha Standardized Science G3.18,22,"Which sequence shows the order of stages in a plant's life cycle?",None,MC,"A) young plant → seed → adult, B) seed → adult → young plant, C) adult → young → seed, D) seed → young plant → adult plant",D,3,3-LS1-1,1,"No scenario. Pure sequence recall.",1,"No practice engagement. Recall.",2,"Tests plant life cycle sequence knowledge.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide plant growth data and ask students to identify stages from evidence."
Alpha Standardized Science G3.18,23,"Which statement correctly describes the relationship between parts of an orange plant?",None,MC,"A) Stem produces fruits which develop flowers, B) Fruits form first then flowers develop, C) Stems produce flowers and fruits simultaneously, D) Flowers form then develop into fruits containing seeds",D,3,3-LS1-1,1,"No scenario. Recall of plant structure relationships.",1,"No practice engagement. Recall.",2,"Tests understanding of flower-fruit-seed sequence.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide plant observation data and ask students to identify the sequence from evidence."
Alpha Standardized Science G3.18,24,"Camels have wide flat feet that prevent sinking into sand. These structures best help with —",None,MC,"A) growth, B) movement, C) reproduction, D) coloration",B,3,3-LS4-3,2,"Brief scenario about camel adaptation.",1,"No meaningful practice. Structure-function identification.",2,"Tests understanding of structure-function relationship.",2,"Engages Structure and Function (wide feet → movement on sand).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide comparative data on foot structure and habitat for multiple animals."
Alpha Standardized Science G3.18,25,"Diagram shows water storage tank. Which force causes water to flow down to pipes?","Diagram of water storage tank with pipes and arrows (1202x692).",MC,"A) electricity, B) magnetism, C) gravity, D) friction",C,3,3-PS2-1,2,"Applied scenario with visual diagram. Students identify gravity in a real-world context.",1,"No meaningful practice. Force identification.",2,"Tests understanding of gravity in applied context. Basic application.",2,"Engages Cause and Effect (gravity → downward water flow).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on water flow rates at different heights and ask students to identify the pattern."
Alpha Standardized Science G3.18,26,"Person standing before a mirror to tie necktie. Which property allows them to see themselves?","Diagram of person in front of mirror (955x589).",MC,"A) magnetism, B) volume, C) hardness, D) reflectiveness",D,3,3-PS2-1,2,"Applied scenario with visual. Note: This question tests physical science concepts beyond typical G3 NGSS standards.",1,"No practice engagement. Property identification.",2,"Tests understanding of reflective properties. Note: Reflectiveness is not a core G3 NGSS topic.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Off-standard question. Replace with NGSS-aligned force or motion question with data."
Alpha Standardized Science G3.18,27,"Camel's hump stores fat to survive up to two weeks without food. This body structure has helped the camel —",None,MC,"A) create a shelter, B) scare off predators, C) adapt to its environment, D) blend in with environment",C,3,3-LS4-3,2,"Brief scenario about camel adaptation. Students identify the role of the hump.",1,"No meaningful practice. Identification task.",2,"Tests understanding of adaptation concept. Basic application.",2,"Engages Structure and Function (hump → fat storage → survival).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide comparative data on camels with different fat reserves and survival outcomes."
Alpha Standardized Science G3.18,28,"White-tailed deer raise tails to signal danger to others. This is an example of deer —",None,MC,"A) hibernating, B) communicating, C) reproducing, D) migrating",B,3,3-LS2-1,2,"Brief behavioral scenario. Students classify the behavior.",1,"No practice engagement. Vocabulary classification.",2,"Tests understanding of animal communication behavior.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on different animal communication behaviors and outcomes."
Alpha Standardized Science G3.18,29,"Average monthly air temperatures in Albany increase Feb to June. Which data table shows these accurately?","Four data tables showing different temperature patterns for Albany (images).",MC,"A) [Table A], B) [Table B], C) [Table C], D) [Table with increasing temps Feb-June]",D,3,3-ESS2-2,2,"Students must identify which data table matches a described temperature pattern.",2,"Engages 'Analyzing and Interpreting Data' — evaluating multiple data representations to find the one matching described conditions.",2,"Tests ability to match data to a described pattern. Application level.",2,"Engages Patterns (identifying increasing temperature pattern in data).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good data evaluation question. Elevate by providing real temperature data and asking for predictions."
Alpha Standardized Science G3.18,30,"Beaver passage: Using text and diagram which place would be best habitat for beaver to build dam?","Passage about North American beaver with detailed text about adaptations and behavior; diagram of beaver (1265x667).",MC,"A) Tundra in the Arctic, B) Sandy desert with few plants, C) Forest with many trees next to a flowing stream, D) Rocky mountaintop with little rainfall",C,3,3-LS4-4,4,"Rich informational passage about beaver adaptations, behaviors, and habitat requirements. Students must synthesize multiple text details to identify best habitat.",3,"Engages 'Constructing Explanations from Evidence' — using multiple pieces of text evidence about beaver needs to determine best habitat.",3,"Requires synthesizing information about beaver food needs, water requirements, building materials, and habitat preferences.",3,"Engages Structure and Function (beaver adaptations → habitat requirements) and Cause and Effect.",3.25,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent passage-based reasoning question. Students synthesize multiple evidence points to determine habitat suitability."
Alpha Standardized Science G3.18,31,"Beaver teeth serve many functions. Which facts describe how teeth function to support survival?","Beaver passage context with facts about teeth.",MC,"A) Facts 1 and 2, B) Facts 2 and 3, C) Facts 3 and 4, D) Facts 4 and 1",D,3,3-LS4-3,3,"Continuation of beaver passage. Students evaluate which facts describe functional (survival) vs. descriptive aspects.",3,"Engages 'Engaging in Argument from Evidence' — evaluating which facts provide evidence for survival function vs. mere description.",3,"Requires distinguishing between descriptive facts and functional explanations. Deep reasoning.",2,"Engages Structure and Function (teeth structure → cutting function → survival).",2.75,High Guided,Meets,Meets,Meets,Meets,Strong,"Strong evidence evaluation question. Students must distinguish functional from descriptive facts about beaver teeth."
