Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.16,11,"A meteorologist gathered July temperature data for Washington DC Los Angeles Cape Town and Sydney. Which conclusion is best supported by the data?","Data table showing July temperatures and precipitation for 4 cities in different hemispheres (1436x700).",MC,"A) Washington DC has higher temps but lower precip than LA, B) Southern Hemisphere cities have lower temps in July than Northern Hemisphere cities, C) Chance of precipitation is directly related to temperature, D) LA and Sydney have similar temperature ranges despite different hemispheres",B,3,3-ESS2-2,4,"Rich real-world climate data table with 4 cities across hemispheres. Students must analyze multi-variable data to identify the supported conclusion.",4,"Engages 'Analyzing and Interpreting Data' at high level — students must evaluate multiple data points across cities and hemispheres to determine which conclusion the data supports. Requires evaluating all four claims against data.",3,"Requires applying understanding of seasonal differences between hemispheres using real data. Deep reasoning.",3,"Engages Patterns (hemispheric temperature patterns in July) and Cause and Effect (Earth's tilt causes reversed seasons).",3.5,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent data-driven question. Multi-city hemispheric comparison with real data. Approaches Doing Science level."
Alpha Standardized Science G3.16,12,"Temperature data table shown for a week. Which statement best describes the temperatures shown?","Weekly temperature data table with high and low temperatures (1200x474).",MC,"A) Mediterranean climate with hot dry summers, B) Temperatures consistently decrease Monday to Friday, C) Daily temperature range was 15°F each day, D) Monday had the greatest difference between high and low temperatures",D,3,3-ESS2-2,3,"Real weather data table for a week. Students must analyze daily temperature patterns.",3,"Engages 'Analyzing and Interpreting Data' — students must calculate daily temperature ranges and compare across days to determine which statement is accurate.",3,"Requires applying understanding of weather data analysis and temperature ranges. Goes beyond recall.",3,"Engages Patterns (identifying the day with the greatest temperature variation).",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Strong data analysis question. Students must calculate and compare temperature ranges."
Alpha Standardized Science G3.16,13,"Coastal town shore washed away during storm. People built concrete seawall. How will the seawall help protect the town?","Before and after images of coast with seawall (734x592 and 712x592).",MC,"A) Seawall will become a path people can walk along, B) Seawall will stop water from moving onto the land, C) Seawall will increase sand brought by waves, D) Seawall will increase the number of waves",B,3,3-ESS3-1,3,"Real-world engineering scenario with visual evidence (before/after images). Students evaluate the seawall's function.",2,"Engages 'Designing Solutions' — evaluating how an engineering solution addresses the problem. Visual evidence supports reasoning.",2,"Tests understanding of how engineering solutions address weather-related hazards. Application level.",2,"Engages Cause and Effect (seawall blocks water movement → protects land) and Structure and Function.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good visual scenario. Elevate by providing data on water levels and damage before/after seawall installation."
Alpha Standardized Science G3.16,14,"A soccer ball is resting on the ground. You lightly tap it forward. Which statement best describes the force?",None,MC,"A) Push because you move ball away from foot, B) Pull because you move ball toward you, C) Both push and pull, D) No force required",A,3,3-PS2-1,2,"Simple everyday scenario. Force identification.",1,"No meaningful practice. Force identification.",2,"Tests understanding of push forces. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide force measurement data from different kicks and ask students to analyze the relationship between force and distance."
Alpha Standardized Science G3.16,15,"A student pushing a ball to the right at constant speed. Which force acts in the opposite direction?",None,MC,"A) Gravity pulling downward, B) Friction between floor and ball, C) Floor's upward support force, D) Ball's own forward force",B,3,3-PS2-1,2,"Scenario about forces during constant-speed motion. Requires understanding of friction.",2,"Engages 'Constructing Explanations' — identifying the opposing force requires reasoning about what maintains constant speed.",2,"Tests understanding of friction as the opposing force during constant-speed motion. Application level.",2,"Engages Cause and Effect (friction opposes motion → constant speed when balanced with push).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide data from friction experiments on different surfaces and ask students to predict and explain results."
Alpha Standardized Science G3.16,16,"Diagram shows four balls with different masses. Student pushes each with same force on same surface. Which ball rolls shortest distance?","Diagram of 4 balls with labeled masses (1112x472).",MC,"A) Ball 1, B) Ball 2, C) Ball 3, D) Ball 4",D,3,3-PS2-1,3,"Visual data showing balls with different masses. Students must apply force-mass relationship using the diagram.",2,"Engages 'Analyzing and Interpreting Data' — students use mass data from the diagram to predict which ball rolls shortest.",2,"Tests understanding of how mass affects motion when force is constant. Application with data.",2,"Engages Cause and Effect (greater mass → less movement for same force).",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good data-driven question. Elevate by providing experimental data for different masses and asking students to identify the pattern."
Alpha Standardized Science G3.16,17,"Which is an example of a situation caused by static electricity?",None,MC,"A) Metal spoon pushing food, B) Child sliding down plastic slide, C) Rock falling due to gravity, D) Balloon sticking to wall after rubbing against hair",D,3,3-PS2-3,1,"No scenario. Identifying an example of static electricity from a list.",1,"No practice engagement. Recall/identification.",2,"Tests basic knowledge of static electricity examples. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide experimental data on different materials rubbed together and their effects. Ask students to identify the pattern."
Alpha Standardized Science G3.16,18,"Student rolls metal ball on table with magnets at four locations (W-Z). Ball rolls to magnet Z and stops. Which must be true about magnet Z?","Diagram showing rolling ball and 4 magnets at different positions around table (956x402).",MC,"A) Z is weaker than W and Y but stronger than X, B) Z is weaker than W X and Y, C) Z is stronger than W and Y but weaker than X, D) Z is stronger than W X and Y",D,3,3-PS2-3,3,"Rich experimental scenario with visual data showing ball trajectory and magnet positions. Students must reason about relative magnet strength from ball behavior.",3,"Engages 'Analyzing and Interpreting Data' — students analyze the ball's trajectory past multiple magnets to determine relative strength. Multi-step reasoning.",3,"Requires applying understanding of magnetic force and distance to reason about why the ball passed other magnets but stopped at Z.",3,"Engages Cause and Effect (strongest magnet stops the ball) and Patterns (ball trajectory reveals relative magnet strengths).",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent spatial reasoning question. Students must analyze trajectory data to determine relative magnet strength."
Alpha Standardized Science G3.16,19,"Which object can stick paper to a metal door and still work the same way after being taken off and put back many times?",None,MC,"A) sticky tape, B) ruler, C) paper clip, D) magnet",D,3,3-PS2-3,2,"Practical scenario about reusable attachment. Basic application.",1,"No meaningful practice. Identification task.",2,"Tests understanding of magnet properties (reusable attraction to metal). Application level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Replace with engineering design problem requiring magnet-based solution evaluation."
Alpha Standardized Science G3.16,20,"Homeowner in hurricane region needs shutters that are quick to secure reusable and operable from inside. Which type best meets requirements?",None,MC,"A) Plywood — low cost but effort to install, B) Storm Panels — inexpensive but manual attachment, C) Roll-Down — higher cost but easy to operate from inside durable, D) Fabric Screens — lightweight but less durable",C,3,3-ESS3-1,3,"Engineering design scenario with specific criteria and constraints. Each option includes trade-off information.",3,"Engages 'Designing Solutions' — students evaluate multiple solutions against multiple criteria with explicit trade-offs. Strong practice engagement.",2,"Tests understanding of engineering design trade-offs for weather hazard protection.",2,"Engages Structure and Function (design features → meeting criteria).",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering scenario with trade-offs. One of the better G3 engineering items. Elevate by adding cost and installation time data."
Alpha Standardized Science G3.16,21,"Why are flowers an important part of many plants' life cycles?",None,MC,"A) Help plants stay tall and strong, B) Help plants make seeds, C) Help plants grow roots, D) Help plants make leaves",B,3,3-LS1-1,1,"No scenario. Pure recall of flower function.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of flower function. Pure recall.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from pollination experiments and ask students to explain the relationship between flowers and seed production."
Alpha Standardized Science G3.16,22,"A student plants two seeds. One grows healthy; the other never grows because it didn't get enough sunlight air or water. Which part of the life cycle did not happen for the second seed?",None,MC,"A) Reproduction, B) Pollination, C) Fertilization, D) Germination",D,3,3-LS1-1,2,"Brief scenario with controlled comparison (two seeds with different conditions). Students identify the failed life cycle stage.",2,"Engages 'Constructing Explanations' — connecting the lack of resources to a specific life cycle failure.",2,"Tests understanding of germination requirements. Application level.",2,"Engages Cause and Effect (lack of resources → failed germination).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide seed germination data under different conditions and ask students to identify which factors are most important."
