Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.17,11,"Table shows amount of rain collected by month. Which month receives the highest amount of rain?","Data table with monthly rainfall amounts (Jan-Dec).",MC,"A) April, B) May, C) June, D) July",C,3,3-ESS2-2,2,"Simple data table but task is basic data lookup.",1,"No meaningful practice. Data reading.",2,"Tests ability to read a data table. Basic application.",2,"Engages Patterns (identifying the month with highest rainfall).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Elevate by asking students to identify seasonal patterns or predict future rainfall from the data."
Alpha Standardized Science G3.17,12,"Which statement is true about Cincinnati's weather?","Data table/graph showing Cincinnati weather data (1222x612).",MC,"A) Month with least rainfall is July, B) Month with most snowfall is April, C) Month with highest temperature is October, D) Month with lowest temperature is January",D,3,3-ESS2-2,3,"Real weather data for Cincinnati. Students must evaluate multiple claims against data.",3,"Engages 'Analyzing and Interpreting Data' — students must check each statement against the data to identify the correct one.",3,"Requires analyzing multi-variable weather data (temperature, rainfall, snowfall) across months.",3,"Engages Patterns (identifying correct patterns from complex data).",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Strong data analysis question. Students must evaluate four claims against a complex data set."
Alpha Standardized Science G3.17,13,"School near creek needs flood prevention. Which solution best meets requirements: 20-inch protection, under 60 min install, door accessible, under $4200?","Data table showing 4 solutions with protection level, install time, door access, and cost.",MC,"A) Solution A (30in/45min/Yes/$5200), B) Solution B (18in/30min/Yes/$3800), C) Solution C (24in/90min/No/$2900), D) Solution D (26in/50min/Yes/$4100)",D,3,3-ESS3-1,4,"Rich engineering design scenario with specific criteria and constraints. Data table with multiple variables to evaluate.",3,"Engages 'Designing Solutions' — evaluating multiple solutions against multiple criteria with explicit trade-offs. Students must check each solution against all four requirements.",3,"Requires multi-variable engineering design evaluation. Deep reasoning about constraints.",3,"Engages Structure and Function (design features → meeting criteria) and Patterns (systematic elimination).",3.25,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent engineering design question. Students must systematically evaluate solutions against four criteria."
Alpha Standardized Science G3.17,14,"The car is moving forward. What type of force is shown by the arrow?","Diagram of car with force arrow (1268x264).",MC,"A) Pull force moving car toward source, B) Push force moving car away from source, C) Pull force acting opposite to movement, D) Push force acting against forward motion",B,3,3-PS2-1,2,"Simple force diagram. Students identify force type.",1,"No meaningful practice. Force identification from diagram.",2,"Tests understanding of push forces. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide force data from different scenarios and ask students to classify and explain patterns."
Alpha Standardized Science G3.17,15,"Liam pulls wagon forward, Mia pulls backward. What is the direction of the opposing force?","Image showing two children pulling wagon in opposite directions (1536x1024).",MC,"A) Backward, B) Upward, C) Forward, D) Sideways",A,3,3-PS2-1,2,"Scenario about opposing forces with visual.",2,"Engages 'Constructing Explanations' — identifying the opposing force direction requires reasoning.",2,"Tests understanding of opposing forces. Application level.",2,"Engages Cause and Effect (opposing pulls → opposing forces).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide force magnitude data and ask students to predict whether the wagon moves and in which direction."
Alpha Standardized Science G3.17,16,"Soccer player kicks Ball A (200g) and Ball B (400g) with same force. Which statement is correct?",None,MC,"A) Ball A shorter distance because lighter accelerate slower, B) Ball A greater distance because lighter accelerate quicker, C) Ball B greater distance because heavier maintain momentum, D) Both same distance because depends only on force",B,3,3-PS2-1,2,"Comparative scenario with specific mass data. Students reason about force-mass relationship.",2,"Engages 'Constructing Explanations' — reasoning about how mass affects motion when force is constant.",2,"Tests understanding of force-mass-motion relationship. Application level.",2,"Engages Cause and Effect (same force + less mass → more acceleration → greater distance).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide experimental data showing force-mass-distance relationships and ask students to identify the pattern."
Alpha Standardized Science G3.17,17,"Which statement correctly describes the interaction between charged objects due to static electricity?",None,MC,"A) Positive attracts positive, B) Positive attracts negative, C) Negative attracts negative, D) Negative repels positive",B,3,3-PS2-3,1,"No scenario. Pure recall of charge interactions.",1,"No practice engagement. Recall.",2,"Tests basic knowledge of electrical charge interactions. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide experimental data on different charge combinations and ask students to identify the pattern."
Alpha Standardized Science G3.17,18,"Two bar magnets on table. Which change would make the magnetic force stronger?","Diagram of two bar magnets (724x74).",MC,"A) Moving magnets farther apart, B) Replacing with smaller magnets, C) Turning one magnet so both N poles face, D) Moving magnets closer together",D,3,3-PS2-3,2,"Simple magnet diagram. Students identify how to increase force.",1,"No meaningful practice. Recall of distance-force relationship.",2,"Tests understanding that closer magnets = stronger force.",2,"Engages Cause and Effect (closer distance → stronger force).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from experiments at different distances and ask students to identify and extend the pattern."
Alpha Standardized Science G3.17,19,"Lucas has a steel ball in a closed plastic maze. How can he move it? Select most effective way.",None,MC,"A) Push with finger (maze is closed), B) Move another steel ball above maze, C) Tap top with hard object, D) Move a magnet above the maze",D,3,3-PS2-3,2,"Practical problem-solving scenario about using magnetism.",2,"Engages 'Designing Solutions' — evaluating which approach effectively solves the problem given constraints.",2,"Tests understanding of magnetic force through materials. Application level.",2,"Engages Cause and Effect (magnet → force on steel → ball moves) and Structure and Function.",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good problem-solving question. Elevate by providing data from testing different approaches."
Alpha Standardized Science G3.17,20,"Homeowner needs quick window protection during hurricanes. Plywood vs. roll-down shutters. Which best addresses their need?",None,MC,"A) Plywood because economical, B) Roll-down because quickly deployed and durable, C) Plywood because better debris protection, D) Roll-down because least expensive",B,3,3-ESS3-1,3,"Engineering design scenario with specific criteria. Students evaluate trade-offs.",2,"Engages 'Designing Solutions' — evaluating solutions against criteria with explicit trade-offs.",2,"Tests understanding of engineering design trade-offs.",2,"Engages Structure and Function (design features → meeting criteria).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering context. Elevate by adding cost and deployment time data for comparison."
Alpha Standardized Science G3.17,21,"Which statement correctly describes the reproduction process of a sunflower plant?",None,MC,"A) Pollen fertilizes female part leading to seed formation that can germinate, B) Seeds develop directly from stem without pollination, C) Sunflower reproduces by releasing spores, D) Petals fall off and grow into new plants",A,3,3-LS1-1,1,"No scenario. Recall of plant reproduction process.",1,"No practice engagement. Recall.",2,"Tests understanding of pollination and seed formation.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide pollination experiment data and ask students to explain the relationship between pollination and seed production."
Alpha Standardized Science G3.17,22,"Which statement correctly describes the relationship between parts of a tomato plant?",None,MC,"A) Stem produces fruits directly which later develop flowers, B) Fruits form first then flowers develop, C) Stems produce flowers and fruits simultaneously, D) Flowers form then develop into fruits which contain seeds",D,3,3-LS1-1,1,"No scenario. Recall of plant structure relationships.",1,"No practice engagement. Recall.",2,"Tests understanding of flower-fruit-seed sequence.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide plant structure observation data and ask students to identify the sequence from evidence."
