Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.8,19,"Dogs have about 300 million smell receptors while rabbits have about 100 million. Why can dogs process more information about smells than rabbits?",None,MC,"A) Dogs have bigger noses, B) Dogs breathe faster than rabbits, C) Dogs have better eyesight that helps them smell, D) Dogs have about 10 times more smell receptors to detect odors",D,4,4-LS1-2,3,"Comparative scenario with specific quantitative data about smell receptors in two animals. Students must connect receptor count to information processing capacity. Real biological data.",2,"Students select an explanation based on quantitative data. Engages Analyzing and Interpreting Data at a basic level — the answer is directly stated in the stem (300M vs 100M). Limited reasoning required beyond restating the given data.",3,"Requires understanding that more sensory receptors means greater capacity to detect and process sensory information. Applied understanding of structure-function in sensory systems.",2,"Engages Structure and Function — more receptors (structure) means more information processing (function). Basic CCC application.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Partially Meets,Needs Improvement,"The answer is essentially restating information given in the stem (300M vs 100M = about 10x more). Redesign to provide receptor data for multiple animals and ask students to predict which can detect the faintest smells and explain the pattern."
Alpha Standardized Science G4.8,20,"A diagram shows an electric motor converting electrical energy to motion. Which device uses a similar energy conversion (electrical energy to motion)?",Diagram of an electric motor showing electrical energy input and motion output,MC,"A) A flashlight, B) A remote-controlled car, C) A solar panel, D) A campfire",B,4,4-PS3-4,3,"Uses a diagram of energy conversion as a model and asks students to apply the same conversion pattern to another device. Students must identify which device converts electrical energy to motion energy.",2,"Students identify a device with the same energy conversion pattern. Engages Analyzing and Interpreting Data at a basic matching/transfer level. Limited practice depth — matching energy conversion patterns.",3,"Requires understanding that electric motors convert electrical energy to motion energy and identifying this same conversion in a remote-controlled car. Applied understanding of energy conversion.",2,"Engages Patterns — students must recognize the same energy conversion pattern in a different device. Basic application of pattern recognition.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept transfer question. Elevate by providing energy flow diagrams for each device and asking students to compare and explain which devices share conversion patterns and which differ."
Alpha Standardized Science G4.8,21,"Zoe wants to build an invention that converts electrical energy into both motion AND sound. Which component should she use?",None,MC,"A) A radio, B) A motor, C) A speaker, D) A light bulb",B,4,4-PS3-4,3,"Engineering design context where a student must select a component based on energy conversion requirements. Students must reason about which device produces both motion and sound from electrical energy.",3,"Students evaluate options against design criteria. Engages Designing Solutions by selecting a component that meets specific energy conversion requirements (motion AND sound). Reasoning about dual outputs required.",3,"Requires understanding energy conversions of multiple devices and identifying which one produces both mechanical motion and sound (motors vibrate and create sound while producing motion). Applied understanding of energy conversion.",2,"Engages Energy and Matter — students reason about energy input (electrical) and multiple energy outputs (motion and sound). Basic CCC engagement.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering design context. Strengthen by asking students to design a complete device that converts electrical energy through multiple stages and explain each conversion step."
Alpha Standardized Science G4.8,22,"Three diagrams show sound waves produced by three monkeys. A student claims Monkey 1 is the loudest. Is this claim accurate?",Diagrams showing sound waves with different amplitudes for three monkeys,MC,"A) Yes because Monkey 1 has the highest frequency, B) Yes because Monkey 1 has the longest wavelength, C) No because Monkey 1 has the lowest frequency, D) The answer depends on which wave has the greatest amplitude",D,4,4-PS4-1,3,"Image-based wave comparison requiring students to evaluate a claim about loudness based on wave properties. Students must connect amplitude to loudness and distinguish it from frequency and wavelength.",3,"Students evaluate a scientific claim using evidence from wave diagrams. Engages Engaging in Argument from Evidence by assessing whether the claim is supported by the wave property data (amplitude determines loudness).",3,"Requires understanding that loudness is determined by amplitude (not frequency or wavelength). Students must apply wave property knowledge to evaluate a claim. Goes beyond recall to distinguishing related but different wave properties.",3,"Engages Patterns — students must recognize that amplitude (not frequency or wavelength) correlates with loudness. Also engages Cause and Effect — greater amplitude causes louder sound.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good claim-evaluation question about wave properties. Strengthen by providing numerical amplitude and frequency data for each monkey's sound and asking students to rank loudness AND pitch separately with explanations."
Alpha Standardized Science G4.8,23,"Alex built a model solar-powered boat and wants to add more solar panels. Which question does NOT need to be tested through experimentation?",None,MC,"A) How many panels can the boat hold without sinking? B) Will solar panels float in water? C) Does adding more panels make the boat faster? D) How does panel angle affect energy collection?",B,4,3-5-ETS1-1,3,"Engineering design context where students must distinguish testable experimental questions from questions answerable through prior knowledge or simple observation. Meta-cognitive engagement with the nature of investigation.",3,"Students evaluate which question does not require experimentation. Engages Planning and Carrying Out Investigations by reasoning about which questions require testing and which can be answered through existing knowledge (solar panels are not designed to float independently).",2,"Tests understanding of what constitutes a testable question in engineering design. The reasoning is somewhat straightforward — whether solar panels float is a known property not requiring experimentation in this context.",2,"Implicitly engages Cause and Effect (experimentation tests causal relationships) but at a meta-cognitive level rather than direct application.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good meta-cognitive question about experimental design. Strengthen by presenting all four questions and asking students to design a fair test for ONE of them, engaging Planning and Carrying Out Investigations more deeply."
Alpha Standardized Science G4.8,24,"A diagram shows how mountains form. Which statement BEST describes the process shown?",Diagram showing two tectonic plates pushing against each other with mountains forming at the boundary,MC,"A) Two plates pushed against each other causing the land to fold upward forming mountains, B) Wind erosion carved the mountains over time, C) Volcanoes erupted and created the mountain range, D) Water deposited sediment that hardened into mountains",A,4,4-ESS2-2,3,"Diagram-based question about mountain formation through plate tectonics. Students must interpret a visual model of convergent plate boundaries and connect it to the correct geological process.",3,"Students analyze and interpret a diagram/model of mountain formation. Engages Developing and Using Models by reading and explaining what a scientific model represents.",3,"Requires understanding that mountains can form when tectonic plates converge and the land folds upward. Applied understanding of plate tectonics and landform formation beyond simple recall.",3,"Engages Cause and Effect — plates pushing together (cause) creates mountains through folding (effect). Also engages Stability and Change — the slow process of mountain building represents major change over geological time.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good diagram interpretation question about plate tectonics. Elevate by asking a Part B: What evidence might scientists find in the mountain rocks that supports this explanation of how they formed?"
Alpha Standardized Science G4.8,25,"A map shows earthquake patterns around the world. Identify TWO locations where major earthquakes are most likely to occur.",Map showing global earthquake patterns along tectonic plate boundaries with labeled locations,MS,"A) Location on a plate boundary, B) Location in the middle of a plate, C) Location far from plate boundaries, D) Location on another plate boundary","A, D",4,4-ESS2-2,3,"Map-based analysis of earthquake distribution patterns. Students must interpret a map showing earthquake patterns and identify locations at plate boundaries. Visual data analysis with real-world application.",3,"Students analyze and interpret spatial data from a map showing earthquake patterns. Engages Analyzing and Interpreting Data by identifying the pattern of earthquake concentration along plate boundaries.",3,"Requires understanding that earthquakes concentrate along tectonic plate boundaries. Students must apply this understanding to a map to predict likely earthquake locations.",3,"Engages Patterns — students must recognize the spatial pattern of earthquakes along plate boundaries and use it to predict future locations. Core CCC application.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good pattern recognition question using earthquake data. Elevate by asking students to explain WHY earthquakes cluster along plate boundaries rather than just identifying where they occur."
Alpha Standardized Science G4.8,26,"Which of the following is NOT an example of a renewable resource?",None,MC,"A) Solar energy, B) Wind energy, C) Coal, D) Water power",C,4,4-ESS3-1,1,"No scenario. Pure classification/recall question identifying the non-renewable resource from a list. No reasoning required beyond knowing definitions.",1,"No science practice engaged. Pure vocabulary recall — classifying resources as renewable or non-renewable.",2,"Tests knowledge of the definition of renewable vs. non-renewable resources. Coal is non-renewable because it cannot be replenished in a human timescale. Recall-level.",1,"No CCC engaged. No reasoning about patterns, systems, or causation.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall classification. Redesign to present data about resource consumption rates and replenishment rates and ask students to determine which resources are sustainable and explain why using Stability and Change reasoning."
Alpha Standardized Science G4.8,27,"Which TWO statements describe benefits of using renewable resources?",None,MS,"A) They are less expensive to maintain over time, B) They always produce the same amount of energy, C) They require no technology to use, D) They are safer for the environment","A, D",4,4-ESS3-1,2,"Students must identify benefits of renewable resources from a list. Some reasoning required to evaluate each claim but the question is essentially classification of true vs. false statements about renewables.",2,"Students evaluate claims about renewable resources. Engages Engaging in Argument from Evidence at a basic level — selecting accurate claims from options. Limited analytical depth.",2,"Tests understanding of the advantages of renewable resources (cost efficiency and environmental safety). Recall-level with some applied reasoning to evaluate each statement.",2,"Implicitly engages Cause and Effect (renewable resources cause less environmental harm) but at a surface level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Classification of true/false statements about renewables. Redesign to present cost and environmental data comparing renewable and non-renewable energy sources and ask students to analyze the data and make an evidence-based recommendation."
Alpha Standardized Science G4.8,28,"A city uses salt on roads in winter to prevent ice. A researcher suggests sand might be better. Which evidence supports the claim that sand is a better choice?",None,MC,"A) Sand is available in more colors, B) Salt has been used for decades, C) Sand dissolves faster than salt, D) Sand provides grip for tires and is less expensive",D,4,3-5-ETS1-2,3,"Engineering solution comparison scenario. Students must evaluate evidence that supports one solution over another. Requires reasoning about what constitutes relevant supporting evidence for a design claim.",3,"Students evaluate evidence to support an engineering design claim. Engages Engaging in Argument from Evidence by identifying which evidence supports the claim that sand is better than salt.",3,"Requires understanding engineering trade-offs (function and cost) and identifying relevant evidence. Applied understanding of solution evaluation in an engineering context.",3,"Engages Cause and Effect — sand provides grip (functional cause-effect) and costs less (economic criterion). Students must evaluate multiple criteria simultaneously.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good evidence evaluation question. Strengthen by providing data about both salt and sand (cost per mile, accident rates, environmental impact) and asking students to make an evidence-based recommendation weighing multiple criteria."
Alpha Standardized Science G4.8,29,"Engineers are designing a sea wall to protect a coastal town from storm waves. What is the best way to test their model before building the real thing?",None,MC,"A) Ask residents if they think it will work, B) Look at pictures of other sea walls, C) Build the full-size wall and see what happens, D) Build a small model in a pool and create waves to test it",D,4,3-5-ETS1-2,3,"Engineering design scenario about testing a model before full-scale construction. Students must reason about the best approach to testing a design solution. Real-world engineering context.",3,"Students evaluate testing approaches for an engineering design. Engages Planning and Carrying Out Investigations and Developing and Using Models by identifying that building and testing a scale model is the appropriate approach.",3,"Requires understanding that engineers use scale models to test designs before building full-size structures. Applied understanding of the engineering design process and the role of models in testing.",2,"Engages Cause and Effect — testing the model with waves (cause) reveals how well the design performs (effect). Basic causal reasoning about the purpose of testing.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good question about the engineering design process. Elevate by asking a follow-up: What specific measurements should the engineers collect during their model test to determine if the design is effective?"
Alpha Standardized Science G4.8,30,"After the 2017 Mexico earthquake caused severe building damage, engineers were asked to design new buildings. Which statement describes the BEST design criteria for the new buildings?",None,MC,"A) Design buildings that are the tallest possible, B) Design buildings that can absorb the force of an earthquake to reduce damage, C) Design buildings that are the cheapest to construct, D) Design buildings that look the most modern",B,4,3-5-ETS1-1,3,"Real-world engineering design scenario connected to an actual earthquake event. Students must identify appropriate design criteria for earthquake-resistant buildings from options that include irrelevant criteria.",3,"Students define design criteria based on a real problem. Engages Defining Problems by identifying that the core criterion should address the earthquake hazard (absorbing force to reduce damage). Connects to the engineering design process.",3,"Requires understanding that engineering design criteria should directly address the identified problem (earthquake damage). Applied understanding of how to define appropriate engineering design criteria.",2,"Engages Cause and Effect — earthquake forces cause damage so buildings should absorb force (cause-effect reasoning about the solution). Basic CCC application.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good real-world engineering context. Strengthen by providing data on building damage patterns from the earthquake and asking students to identify which structural features failed and propose specific design improvements based on the evidence."
