Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.1,10,"Use the drop-down menus to complete: The fossils in the diagram give evidence that the area under the school playground was likely first a ___ and later a ___.","Diagram showing rock layers with fossils under a playground",TEI,"a) sea/forest/desert, b) sea/forest/desert","a. forest; b. sea",4,4-ESS1-1,3,"Applies fossil evidence to determine environmental change over time. Students must sequence two environments from evidence.",3,"Students analyze fossil evidence to construct a sequence of environmental change. Engages constructing explanations from evidence.",3,"Requires applying understanding of fossils as evidence of past environments and environmental change over time.",2,"Implicitly uses Patterns (sequence of change) but CCC not explicitly required.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Fifth ESS1-1 question. Strong repetition of this standard. Drop-down format limits response depth."
Alpha Standardized Science G4.1,11,"A bat uses sound waves to find and catch flying insects. Drag the statements into the correct order to describe the process.","None — text-based drag and drop",DD,"Sound waves produced by bat / Sound waves hit an object / Sound waves bounce off toward bat's ears","1. Produced by bat; 2. Hit object; 3. Bounce back to ears",4,4-PS4-1,3,"Real phenomenon (echolocation) with sequencing task. Students must understand wave behavior to order the process.",3,"Students construct a model of echolocation by sequencing steps. Engages Developing and Using Models.",3,"Requires understanding that sound waves travel and reflect off objects. Applied understanding of wave behavior.",3,"Engages Cause and Effect — each step causes the next in the sequence. Causal chain reasoning required.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good application of wave concepts to a real phenomenon. Strengthen by asking students to explain what would happen if the insect were farther away."
Alpha Standardized Science G4.1,12,"The bat uses sound waves to find prey. Use drop-down menus to complete: The messages processed by the bat's ___ and the bat's sense of ___ help catch prey.",None,TEI,"a) eyes/taste buds/brain, b) smell/hearing/sight","a. brain; b. hearing",4,4-LS1-2,2,"Continues the bat scenario but the actual question is recall about brain processing and hearing sense.",2,"Students select from options to describe sensory processing. Limited practice engagement.",2,"Tests understanding that the brain processes sensory information. Basic recall-level.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"The bat scenario is good but the question itself is simple recall of brain + hearing. Redesign to ask students to explain HOW echolocation helps bats survive better than sight alone."
Alpha Standardized Science G4.1,13,"Julio wanted to know how his heart and lungs worked together when he ran very fast. He observed that he breathed faster and his heart beat faster while running. Which statement best describes how Julio's heart and lungs support survival during physical activity?",None,MC,"A) Heart and lungs work less when running, B) Heart and lungs work more when running causing faster breathing and heartbeat, C) No change in function, D) Heart beats slower but breathes faster",B,4,4-LS1-1,3,"Real observational scenario. Students must connect organ function to survival needs during exercise.",2,"Students select an explanation for observed phenomena but reasoning is straightforward. Limited practice depth.",3,"Requires understanding how organ systems (circulatory and respiratory) work together. Applied understanding.",2,"Implicitly engages Systems and System Models (organs as parts of a system) but not explicitly required.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good scenario but answer is essentially restating the observation. Ask students to explain WHY the heart and lungs work harder — what do muscles need more of?"
Alpha Standardized Science G4.1,14,"Roger poured water over a pile of sand. Some of the sand washed away. This process is similar to which of the following?",None,MC,"A) eruption of a volcano, B) erosion of canyon walls, C) uplifting of mountain ranges, D) forming of desert dunes",B,4,4-ESS2-1,2,"Simple analogy question comparing sand washing to erosion. Minimal reasoning required.",2,"Students make a connection between a simple observation and a real-world process. Limited practice depth.",2,"Tests understanding of erosion as the movement of earth materials by water. Basic application.",2,"Implicitly engages Cause and Effect (water causes erosion) but trivially.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Too straightforward. Redesign to provide data about erosion rates under different conditions and ask students to predict and explain."
Alpha Standardized Science G4.1,15,"Which statement explains why light from the Sun can warm up water in a glass?",None,MC,"A) Water reflects light and converts to sound, B) Water absorbs light and converts to motion, C) Water reflects light and converts to electrical, D) Water absorbs light and converts to heat",D,4,4-PS3-2,2,"Simple question about energy conversion. Minimal scenario.",2,"Students select a correct energy transformation. Limited practice engagement.",2,"Tests understanding that light energy can be converted to heat energy. Recall-level with some application.",1,"No CCC explicitly engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall of energy conversion. Redesign by providing experimental data showing temperature changes in water under different light conditions."
Alpha Standardized Science G4.1,16,"Rafael conducts an investigation to find out if grass growing on a hillside will help stop soil erosion. He collects two soil samples — one with grass and one without. After pouring water the water under the grass looks clearer. What conclusion can Rafael make?",None,MC,"A) Grass helped hold soil in place, B) Grass helped move water through soil, C) Soil without grass was sticky, D) Soil without grass was loose",A,4,4-ESS2-1,3,"Investigation scenario with experimental setup and observations. Students must draw a conclusion from evidence.",3,"Students analyze experimental results and draw a conclusion. Engages Analyzing and Interpreting Data from an investigation.",3,"Requires understanding erosion and how plant roots stabilize soil. Applied in an investigation context.",3,"Engages Cause and Effect — grass roots (cause) prevent erosion (effect). Students must reason causally from evidence.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good investigation-based question. Strengthen by adding a Part B asking what would happen if Rafael increased the water flow rate."
Alpha Standardized Science G4.1,17,"Which two numbers in the picture of a flower show the male and female parts?","Diagram of flower with numbered parts (1-4)",MC,"A) 1 and 2, B) 2 and 3, C) 2 and 4, D) 3 and 4",A,4,4-LS1-1,2,"Image-based identification question. Students must identify flower reproductive structures from a diagram.",1,"No science practice beyond identification/recall from a labeled diagram.",2,"Tests knowledge of flower anatomy. Recall of structural identification.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure anatomy recall. Redesign to ask students to explain the FUNCTION of male and female flower parts in reproduction, engaging Structure and Function."
Alpha Standardized Science G4.1,18,"In your body what two organs work together to make sure oxygen gets to all other organs?",None,MC,"A) Lungs and kidneys, B) Heart and lungs, C) Brain and kidneys, D) Heart and liver",B,4,4-LS1-1,1,"No scenario. Pure recall of organ function. No reasoning required.",1,"No practice engaged. Direct recall.",2,"Tests understanding that heart and lungs work together for oxygen delivery. Recall only.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Combine with Q13 scenario about exercise and ask students to trace the path of oxygen from lungs through blood to muscles."
Alpha Standardized Science G4.1,19,"Students visit a riverbank and notice soil wearing away exposed roots and visible rocks. Which claim is BEST supported by their observations?",None,MC,"A) Animals are digging holes, B) Rocks push through soil on their own, C) Rainwater is slowly eroding soil, D) Roots are pulling soil away",C,4,4-ESS2-1,3,"Real observational scenario at a riverbank. Students must evaluate claims against evidence. Good claim-evidence structure.",3,"Students evaluate competing claims based on observational evidence. Engages Engaging in Argument from Evidence.",3,"Requires understanding erosion processes and distinguishing valid from invalid explanations. Applied reasoning.",3,"Engages Cause and Effect — students reason about what causes soil loss. Must evaluate causal claims.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong question with claim-evidence structure. Could elevate by asking students to explain why answer C is better than D using specific evidence."
Alpha Standardized Science G4.1,20,"A student strikes a tuning fork and brings it close to a hanging cork. The cork begins to swing. Which statement BEST explains what this shows about sound transferring energy?",None,MC,"A) Sound waves from vibrating fork carried energy through air and caused cork to move, B) Air heated up from sound, C) Fork created electrical energy, D) Sound made air disappear",A,4,4-PS4-1,3,"Real investigation scenario. Students must explain energy transfer from sound waves to object motion.",3,"Students construct an explanation for an observed phenomenon. Engages Constructing Explanations.",3,"Requires understanding that sound carries energy and can cause motion. Applied in an observation context.",3,"Engages Energy and Matter — energy transfer from sound to motion. Students reason about energy flow.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good question connecting sound energy to motion. Strengthen by asking what would happen if the fork were held farther away."
Alpha Standardized Science G4.1,21,"A cross section of three sedimentary rock layers is shown. Which represents the rock layers from youngest to oldest?","Diagram showing layers X Y Z",MC,"A) X→Y→Z, B) X→Z→Y, C) Y→Z→X, D) Z→Y→X",A,4,4-ESS1-1,2,"Another rock layer ordering question. Sixth ESS1-1 question. Students apply superposition.",2,"Straightforward application of superposition. Limited practice depth for this repetition.",2,"Same DCI applied in the same way as Q1 Q3 Q5 Q6 Q10. Severe redundancy.",1,"No CCC explicitly engaged beyond what's been tested multiple times.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"SIXTH rock layer question. Critical redundancy — this standard is massively over-tested. Replace with questions on other G4 standards."
Alpha Standardized Science G4.1,22,"Citizens surveyed about energy resources for a new power plant. How many citizens chose natural resources that do not add to air pollution?","Table showing survey results for different energy types",TEI,Tech Enhanced Item — count from table,TEI,4,4-ESS3-1,2,"Data reading task. Students identify non-polluting resources and count from a table.",2,"Students analyze data in a table but the task is basic data reading, not interpretation.",2,"Requires understanding which resources are non-polluting. Applied at classification level.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Basic data reading. Improve by asking students to compare trade-offs between polluting and non-polluting resources."
Alpha Standardized Science G4.1,23,"Some natural resources provide energy without burning. Most produce more energy at certain times. Which combination produces steady energy from non-burning sources?",None,MC,"A) Wind and natural gas, B) Water and Sunlight, C) Sunlight and oil, D) Wind and coal",B,4,4-ESS3-1,2,"Students must identify non-burning resources and reason about steady vs intermittent energy. Some analysis required.",2,"Students analyze energy source characteristics. Limited practice depth.",3,"Requires understanding renewable vs nonrenewable resources and their availability patterns. Application-level.",2,"Implicitly engages Patterns (energy availability patterns) but not explicitly required.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Good concept but could be stronger with data showing energy output patterns over time for students to analyze."
Alpha Standardized Science G4.1,24,"The toy oven shown uses a lightbulb to bake small cakes. What types of energy does the toy oven use to bake cakes?","Image of toy oven with lightbulb",MC,"A) Electrical and heat, B) Motion and electrical, C) Heat and motion, D) Light and sound",A,4,4-PS3-2,2,"Simple energy identification question with a toy context.",1,"No practice engaged. Direct recall/identification of energy types.",2,"Tests understanding of energy forms in a device. Recall-level.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. Redesign to ask students to trace the energy conversions: electrical → light → heat, and explain each step."
Alpha Standardized Science G4.1,25,"Which object requires only energy of motion to perform its main function?","Four images of different objects (A-D)",MC,"A B C D",A,4,4-PS3-1,2,"Image-based energy identification. Students must determine which object uses only kinetic energy.",1,"No practice beyond recall/classification from images.",2,"Tests understanding of energy of motion. Recall/classification level.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Image-dependent recall. Without seeing the images the question lacks depth. Add explanatory component."
Alpha Standardized Science G4.1,26,"The city of Riverside is dealing with flooding at its community center near a river. Given constraints (cannot construct new buildings; changes only to the community center), which action could address the flooding?",None,MC,"A) Build wall near river, B) Raise community center floor above water level, C) Block doors to stop water, D) Build new center away from river",C,4,3-5-ETS1-1,4,"Strong engineering design question with explicit constraints. Students must evaluate solutions against stated constraints. Real-world problem.",3,"Students evaluate solutions against criteria and constraints. Engages Designing Solutions to Problems.",3,"Requires understanding engineering design process and constraint-based reasoning. Applied at decision-making level.",3,"Engages Cause and Effect (flooding cause, solutions effect) and Systems thinking (constraints limit solutions).",3.25,High Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Excellent constraint-based engineering question. One of the strongest items on this test. Could add a Part B asking students to explain WHY their chosen solution meets both constraints."
Alpha Standardized Science G4.1,27,"Two solid blocks A and B are heated to different temperatures. The blocks are placed so they touch. Which statement correctly describes heat flow direction?",None,MC,"A) B to A because B is colder, B) Neither is hotter so no flow, C) A to B because A is hotter, D) No flow because they're touching",C,4,4-PS3-2,2,"Basic heat transfer question. Students must apply hot-to-cold heat flow principle.",2,"Students apply a principle to predict heat flow. Limited practice depth.",2,"Tests understanding that heat flows from warmer to cooler objects. Direct application.",2,"Engages Cause and Effect (temperature difference causes heat flow) in a basic way.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Basic recall of heat transfer direction. Redesign with data showing temperature changes over time and ask students to predict final temperatures."
Alpha Standardized Science G4.1,28,"A cup of tea is at 85°F. Then thermal energy decreases. Assuming mass remains the same, what could be a possible new temperature?",None,MC,"A) 91°F, B) 78°F, C) 85°F, D) 100°F",B,4,4-PS3-2,2,"Simple application of the relationship between thermal energy and temperature.",1,"No practice engaged. Direct application of a definition.",2,"Tests understanding that decreased thermal energy means decreased temperature. Basic.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Trivially simple. Redesign by providing a graph of temperature over time and asking students to explain the energy transfers happening."
Alpha Standardized Science G4.1,29,"Sarah rubs a plastic ruler with cloth and it becomes charged. Small paper pieces stick to it. Complete the model: The ruler is ___ and the cloth is ___.","Drag and drop with 'negatively charged' and 'positively charged'",DD,negatively charged / positively charged,"Ruler: negatively charged; Cloth: positively charged",4,4-PS3-2,3,"Real investigation scenario about static electricity. Students must apply knowledge of charge transfer to complete a model.",3,"Students complete a model of charge transfer. Engages Developing and Using Models.",3,"Requires understanding of static electricity and charge transfer between materials. Application-level.",2,"Implicitly engages Cause and Effect (rubbing causes charge transfer) but not deeply.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good model-completion question. Strengthen by asking students to predict what happens when the charged ruler is brought near the cloth again."
Alpha Standardized Science G4.1,30,"Jalen places a book on a table in a room with no windows and no lights. He cannot see it. When he turns on a lamp he sees the book clearly. Which explanation BEST describes why?",None,MC,"A) Eyes adjusted and created light, B) Light from lamp bounced off book and entered eyes, C) Book glowed when lamp turned on, D) Lamp pulled book into view using heat",B,4,4-PS4-2,3,"Real scenario about light and vision. Students must apply understanding of light reflection for vision.",2,"Students select an explanation but the correct answer is well-known. Limited practice depth.",3,"Requires understanding that we see objects because light reflects off them into our eyes. Core optics concept.",2,"Engages Cause and Effect (light reflection causes vision) in a basic way.",2.5,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good scenario but answer is fairly obvious. Strengthen by asking what would happen with a mirror in the room or asking students to draw a diagram of the light path."
