Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.4,11,"Fish have gills which allow them to do which of the following?",None,MC,"A) Take in oxygen from the water, B) See clearly underwater, C) Swim faster, D) Communicate with other fish",A,4,4-LS1-1,1,"No scenario. Pure recall of gill function. Trivially obvious.",1,"No practice engaged. Direct recall.",2,"Tests understanding that gills extract oxygen from water. Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. Redesign to compare how gills and lungs both accomplish the same function (gas exchange) in different environments, engaging Structure and Function explicitly."
Alpha Standardized Science G4.4,12,"Sound light heat and moving objects are examples of what?",None,MC,"A) Energy, B) Matter, C) Force, D) Waves",A,4,4-PS3-1,1,"No scenario. Pure vocabulary recall. No reasoning required.",1,"No practice engaged. Direct recall/classification.",1,"Tests that students can classify sound light heat and motion as energy. Below grade-level depth.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure vocabulary recall. Redesign by presenting different scenarios involving energy transfer and asking students to identify the type of energy and explain how it is transferred or transformed."
Alpha Standardized Science G4.4,13,"An object going fast has which of the following?",None,MC,"A) More energy, B) Less energy, C) The same energy as a slow object, D) No energy",A,4,4-PS3-1,1,"No scenario. Pure recall that faster objects have more energy. No reasoning required.",1,"No practice engaged. Direct recall.",2,"Tests understanding of the relationship between speed and energy. Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. Redesign by providing speed and distance data for multiple objects and asking students to analyze the relationship between speed and energy using the data."
Alpha Standardized Science G4.4,14,"A paleontologist discovered ocean fossils on a highland mountain. What can the paleontologist conclude?",None,MC,"A) Ocean animals once climbed the mountain, B) The area that is now mountains may have once been under the ocean, C) Someone carried the fossils up the mountain, D) The fossils are not real",B,4,4-ESS1-1,3,"Real scientific context about ocean fossils found on mountains. Students must reason about Earth's changing surface over time. Genuine reasoning about geological evidence.",3,"Students construct an explanation from fossil evidence about Earth's history. Engages Constructing Explanations from evidence.",3,"Requires understanding that Earth's surface changes over time and that fossil evidence reveals past environments. Applied reasoning.",2,"Implicitly engages Stability and Change (Earth's surface changes over time) but not explicitly required.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good reasoning question. Strengthen by asking a follow-up about what other evidence might support this conclusion or what geological process could cause ocean floor to become mountains."
Alpha Standardized Science G4.4,15,"Energy can be transferred by which of the following? Select five.",None,MS,"A) Light, B) Heat, C) Gravity, D) Motion, E) Electricity, F) Magnetism, G) Color, H) Sound","B(heat) A(light) D(motion) E(electricity) H(sound)",4,4-PS3-2,1,"No scenario. Pure recall of energy transfer types. Multiple-select format adds no reasoning depth.",1,"No practice engaged. Direct classification/recall of energy transfer types.",2,"Tests knowledge of the five common ways energy can be transferred. Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall in a select-all format. Redesign by presenting five different scenarios and asking students to identify the type of energy transfer in each and explain the mechanism."
Alpha Standardized Science G4.4,16,"Check the boxes to identify the type of energy transfer for each scenario.",None,TEI,Technology Enhanced Item — check boxes for energy transfer types in different scenarios,TEI,4,4-PS3-2,2,"Scenario-based matching task. Students must match energy transfer types to specific situations. Some application required depending on scenarios presented.",2,"Students classify energy transfer types across scenarios. Limited practice depth — classification rather than explanation.",2,"Tests understanding of energy transfer types in applied contexts. Classification-level.",2,"Implicitly engages Energy and Matter (energy transfer) but in a classification format.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Classification task with limited depth. Redesign by asking students to explain the chain of energy transformations in each scenario rather than simply checking boxes."
Alpha Standardized Science G4.4,17,"Select the model that shows the wave with the longest wavelength and the smallest amplitude.","Diagram showing multiple wave models with different wavelengths and amplitudes",MC,"A) Wave A, B) Wave B, C) Wave C, D) Wave D",B,4,4-PS4-1,2,"Image-based wave property identification. Students must read wave diagrams and identify specific properties. Some visual analysis required.",2,"Students analyze wave diagrams to identify properties. Engages Analyzing and Interpreting Data from models at a basic level.",3,"Requires understanding of wavelength and amplitude as wave properties and the ability to identify them visually. Application-level.",2,"Implicitly engages Patterns (wave properties as visual patterns) but not explicitly required.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Basic wave property identification from diagrams. Strengthen by asking students to explain the relationship between wavelength and amplitude or to predict how changing one property would affect a sound or light wave."
Alpha Standardized Science G4.4,18,"Which of the following helps an animal or plant survive by becoming better suited to its environment?",None,MC,"A) Habitats, B) Ecosystems, C) Adaptations, D) Migrations",C,4,4-LS1-1,1,"No scenario. Pure vocabulary recall. The stem is essentially the definition of the answer.",1,"No practice engaged. Direct vocabulary recall.",1,"Tests only the definition of the word adaptation. Below grade-level cognitive demand.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure vocabulary definition. The stem defines the answer. Redesign by presenting an organism in a specific environment and asking students to identify which structural features are adaptations and explain how they help the organism survive."
Alpha Standardized Science G4.4,19,"How does the heart allow an animal to survive?",None,MC,"A) It helps the animal think clearly, B) It sends oxygen and nutrients the body needs throughout the body, C) It removes waste from the lungs, D) It helps the animal move quickly",B,4,4-LS1-1,1,"No scenario. Pure recall of heart function. No reasoning required.",1,"No practice engaged. Direct recall of organ function.",2,"Tests understanding that the heart circulates oxygen and nutrients. Recall-level knowledge.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. Redesign by presenting a scenario where an animal's heart rate changes during different activities and asking students to explain why the heart must pump faster during exercise, connecting structure to function."
Alpha Standardized Science G4.4,20,"Check the boxes to identify each item as a cause or an effect of weathering.",None,TEI,"Causes: plant roots growing in cracks / temperature changes / ice forming in cracks / wind blowing against rocks; Effects: rocks break into smaller pieces / soil is formed","Causes: plant roots / temperature changes / ice / wind; Effects: rocks break down / soil forms",4,4-ESS2-1,2,"Classification task requiring students to sort causes and effects of weathering. Some application required but the task is essentially sorting known facts.",2,"Students classify items as causes vs effects. Limited practice depth — sorting rather than constructing explanations.",3,"Requires understanding of weathering processes and their causes and effects. Application-level knowledge of multiple weathering mechanisms.",2,"Engages Cause and Effect directly — students must distinguish causes from effects of weathering. Basic causal reasoning.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good cause-effect framework. Strengthen by asking students to explain the mechanism by which each cause leads to weathering, rather than simply sorting into categories."
Alpha Standardized Science G4.4,21,"When reading a topography map with contour lines the lines represent ___ and ___.","Topography map with contour lines",CR,Open response — fill in two blanks,"a. elevation; b. shape of the Earth",4,4-ESS2-2,2,"Minimal context about topographic maps. Students must recall what contour lines represent. Fill-in format allows for constructed response.",1,"No practice engaged. Direct recall of map reading terminology.",2,"Tests understanding of what contour lines on topographic maps represent. Recall of map conventions.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall of topographic map vocabulary. Redesign by providing two different topographic maps and asking students to compare the terrain features shown, explaining what the spacing and shape of contour lines reveal about the landscape."
Alpha Standardized Science G4.4,22,"What is the best way to get energy and keep the atmosphere clean?",None,MC,"A) Use windmills, B) Burn coal, C) Burn natural gas, D) Burn wood",A,4,4-ESS3-1,1,"No scenario. Pure recall that wind energy is clean. Nearly identical construct to Q2 and Q4.",1,"No practice engaged. Direct recall.",2,"Tests understanding that wind energy does not pollute the atmosphere. Recall-level.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Third question testing the same renewable/clean energy concept (Q2, Q4, Q22). Critical redundancy. Replace with a question requiring students to evaluate trade-offs between energy sources using provided data."
Alpha Standardized Science G4.4,23,"Pebbles built up at the bottom of a mountain. Over millions of years these pebbles formed what type of rock?",None,MC,"A) Igneous, B) Sedimentary, C) Metamorphic, D) Mineral",B,4,4-ESS1-1,2,"Minimal scenario about pebble accumulation forming rock. Students must classify the process as sedimentary rock formation.",2,"Students connect a described process (accumulation and compaction over time) to a rock type. Some reasoning but fairly direct.",2,"Tests understanding that accumulated sediments form sedimentary rock over time. Recall with basic application.",2,"Implicitly engages Stability and Change (gradual process over millions of years) but not explicitly required.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Near-recall of rock type classification. Redesign by presenting descriptions of how three different rocks formed and asking students to classify each and explain the evidence for their classification."
Alpha Standardized Science G4.4,24,"Which of the following allows pigs to find food?",None,MC,"A) Curly tail, B) Large holes in nose, C) Thick skin, D) Hooved feet",B,4,4-LS1-1,1,"No scenario. Pure recall that pigs use their sense of smell (large nostrils) to find food. Minimal reasoning.",1,"No practice engaged. Direct recall/identification of a functional structure.",2,"Tests understanding that nose structures support the sense of smell for finding food. Recall-level with slight structure-function connection.",2,"Implicitly engages Structure and Function — large nostrils (structure) help smell food (function) — but in a trivial way.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Near-recall. Redesign by presenting multiple animals with different sensory structures and asking students to explain how each structure helps the animal find food, explicitly engaging Structure and Function."
Alpha Standardized Science G4.4,25,"A town located between a beach and a river has homes built on stilts. Building homes on stilts protects from which of the following?",None,MC,"A) Floods, B) Earthquakes, C) Tornadoes, D) Volcanic eruptions",A,4,4-ESS3-2,2,"Minimal scenario about a town near water with homes on stilts. Students must connect the engineering solution (stilts) to the hazard (flooding).",2,"Students connect an engineering solution to a natural hazard. Some reasoning about design-purpose connection.",2,"Tests understanding that stilts protect homes from flood water. Basic application of hazard mitigation concepts.",2,"Implicitly engages Cause and Effect (flooding causes damage; stilts prevent it) in a basic way.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Near-recall. Redesign by presenting multiple hazard mitigation solutions and asking students to match each to the specific hazard it addresses and explain WHY each solution works."
Alpha Standardized Science G4.4,26,"Which diagram shows the transfer of electrical energy?","Four diagrams showing different energy transfers (A-D)",MC,"A) Diagram A, B) Diagram B, C) Diagram C, D) Diagram D",A,4,4-PS3-2,2,"Image-based identification of electrical energy transfer. Students must read diagrams and identify which depicts electrical energy. Dependent on image content.",2,"Students analyze diagrams to identify energy transfer type. Basic visual analysis.",2,"Tests ability to identify electrical energy transfer from a diagram. Classification-level.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Image-dependent classification. Without seeing the diagrams the cognitive demand cannot be fully assessed. Add an explanatory component asking students to describe the energy transformation shown."
Alpha Standardized Science G4.4,27,"A stream's shape changed after a heavy rainstorm. The change was most likely caused by which of the following?",None,MC,"A) Deposition, B) Weathering, C) Erosion, D) Volcanic activity",C,4,4-ESS2-1,2,"Minimal scenario about stream shape change after rain. Students must identify erosion as the cause. Some causal reasoning required.",2,"Students identify the cause of an observed change. Basic causal identification rather than explanation construction.",2,"Tests understanding that running water causes erosion which changes stream shape. Recall-level application.",2,"Engages Cause and Effect (rainstorm causes erosion which changes stream shape) in a basic way.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Near-recall of erosion vocabulary. Redesign by providing before-and-after diagrams of a stream and asking students to explain the process that caused the changes and predict what would happen after another rainstorm."
Alpha Standardized Science G4.4,28,"What type of energy is produced when a person claps their hands?",None,MC,"A) Chemical energy, B) Light energy, C) Electrical energy, D) Sound energy",D,4,4-PS3-2,1,"No scenario. Pure recall of energy form. Identical construct to Q12. No reasoning required.",1,"No practice engaged. Direct recall.",1,"Tests that clapping produces sound. Below grade-level depth. Identical to concepts in Q12.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Identical concept to Q12. Critical redundancy. Replace with a question about energy transformation that requires students to trace the conversion from motion energy to sound energy and explain the mechanism."
Alpha Standardized Science G4.4,29,"A waterfall carries rock particles over a cliff. The particles settle at the bottom of the waterfall. Which two processes are described?",None,MC,"A) Weathering and erosion, B) Deposition and weathering, C) Erosion and earthquake, D) Erosion and deposition",D,4,4-ESS2-1,3,"Real phenomenon (waterfall carrying and depositing particles). Students must identify two geological processes occurring simultaneously. Genuine reasoning about process identification.",3,"Students analyze a described phenomenon and identify the processes involved. Engages Analyzing and Interpreting Data from a described observation.",3,"Requires understanding both erosion (carrying particles) and deposition (settling at bottom) and distinguishing them within a single scenario. Application-level.",3,"Engages Cause and Effect — water flow (cause) erodes and transports particles; reduced flow (cause) leads to deposition (effect). Students reason about a causal sequence.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strongest earth science question on the test. Good dual-process identification. Strengthen by asking students to explain where along the waterfall's path erosion transitions to deposition and why."
Alpha Standardized Science G4.4,30,"A turtle sees and smells food. Where does the message from its senses go?",None,MC,"A) Directly to the turtle's legs, B) To the turtle's shell, C) Along nerves to the turtle's brain, D) To the turtle's stomach",C,4,4-LS1-2,2,"Minimal scenario about turtle sensory processing. Students must understand that sensory information travels along nerves to the brain.",2,"Students identify the pathway for sensory information. Basic recall with slight application to a specific organism.",2,"Tests understanding that sensory information is processed by the brain via nerves. Recall-level knowledge.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Near-recall of nervous system function. Redesign by presenting a scenario where a turtle must respond to a predator and asking students to trace the complete sensory-processing-response pathway and explain how it helps the turtle survive."
Alpha Standardized Science G4.4,31,"An earthquake risk map is shown. According to the map which area has the highest earthquake risk?","Map of the United States showing earthquake risk zones by color",MC,"A) West Coast, B) East Coast, C) Midwest, D) Southeast",A,4,4-ESS3-2,2,"Map-reading task about earthquake risk. Students must read a map legend and identify the highest-risk area. Some data interpretation but straightforward.",2,"Students interpret data from a map to identify risk areas. Basic data reading rather than analysis.",2,"Tests understanding that earthquake risk varies by region and that the West Coast has highest risk. Map-reading application.",2,"Implicitly engages Patterns (geographic pattern of earthquake risk) but students are not required to reason about WHY the pattern exists.",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Basic map reading. Strengthen by asking students to explain WHY the West Coast has the highest earthquake risk (tectonic plate boundaries) and to propose hazard mitigation strategies for high-risk areas."
Alpha Standardized Science G4.4,32,"Volcanoes erupt when which of the following occurs?",None,MC,"A) Wind blows strongly against the mountain, B) Liquid rock breaks through the Earth's crust, C) Heavy rain falls on the mountain, D) An earthquake shakes the ground nearby",B,4,4-ESS2-1,1,"No scenario. Pure recall of volcanic eruption mechanism. No reasoning required.",1,"No practice engaged. Direct recall of volcano process.",2,"Tests understanding that volcanic eruptions involve magma breaking through the crust. Recall-level knowledge.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure recall. Redesign by presenting a cross-section diagram of a volcano and asking students to explain the sequence of events that lead to an eruption, tracing the movement of magma and the role of pressure."
