Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.6,11,"[Stem in image — limited evaluation. Answer key indicates A is correct.]",Image likely present,MC,"A) [correct], B) [in image], C) [in image], D) [in image]",A,4,Unknown — image-dependent,1,"Stem was not extracted. Only the correct answer (A) is known. Cannot evaluate scenario quality.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Only the answer key was extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,12,"Drag and drop items to classify materials or layers as 'Mostly solid.' [Likely about Earth's layers or states of matter.]",Image with drag-drop interface for classification,DD,"Labels related to solid/liquid/gas or Earth layer classifications",TEI — classify as mostly solid,4,4-ESS2-2 (likely — Earth layers),2,"Drag-drop classification task. The phrase 'mostly solid' suggests Earth's layers (inner core is solid; outer core is liquid; mantle is mostly solid). Alternatively could be states of matter. Limited context for full evaluation.",2,"Students classify materials or layers by dragging labels. Engages Analyzing and Interpreting Data at a classification level. The drag-drop format adds interactivity but not necessarily depth.",2,"If about Earth's layers this tests understanding of Earth's internal structure — partially aligned to 4-ESS2-2. If states of matter it is more basic physical science recall.",1,"Classification tasks implicitly engage Patterns but no deep CCC reasoning required.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"The drag-drop format is interactive but the task appears to be recall-level classification. Redesign to provide evidence (e.g. seismic wave data) and ask students to infer which layers are solid vs liquid based on evidence."
Alpha Standardized Science G4.6,13,"Stem in image — limited evaluation.",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Stem is entirely embedded in an image. Cannot evaluate. Conservatively scored.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,14,"[Stem in image — limited evaluation. Answer key indicates B is correct.]",Image likely present,MC,"A) [in image], B) [correct], C) [in image], D) [in image]",B,4,Unknown — image-dependent,1,"Stem was not extracted. Only the correct answer (B) is known. Cannot evaluate scenario quality.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Only the answer key was extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,15,"[Stem in image — limited evaluation. Part of a cluster of MC questions on pages 10-11.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 10-11. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Part of a multi-question cluster that may share a common scenario. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,16,"[Stem in image — limited evaluation. Part of a cluster of MC questions on pages 10-11.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 10-11. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,17,"[Stem in image — limited evaluation. Part of a cluster of MC questions on pages 10-11.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 10-11. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,18,"[Stem in image — limited evaluation. Part of a cluster of MC questions on pages 10-11.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 10-11. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,19,"[Stem in image — limited evaluation. Part of a cluster on pages 11-12. References a frog — likely a food web or organism relationship question.]","Image likely showing a food web or ecosystem scenario with a frog",MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,5-LS2-1 (likely — food web with frog),2,"References a frog which suggests food web or ecosystem content. Likely Grade 5 LS2 misalignment. Limited evaluation possible.",1,"Cannot fully evaluate practice engagement. If food web identification it is likely recall-level.",2,"Frog reference suggests ecosystem/food web content. Likely Grade 5 misalignment.",1,"Cannot evaluate CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Likely another ecosystem/food web question misaligned to Grade 4 NGSS. The frog reference suggests continued over-testing of Grade 5 content."
Alpha Standardized Science G4.6,20,"[Stem in image — limited evaluation. Part of a cluster on pages 11-12.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 11-12. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,21,"[Stem in image — limited evaluation. Part of a cluster on pages 11-12.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,Unknown — image-dependent,1,"Part of a question cluster on pages 11-12. Stem not extracted. Cannot evaluate.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test images."
Alpha Standardized Science G4.6,22a,"[Stem in image — two-part question. Part A likely asks students to classify organisms in a food web. References herbivores and producers.]","Food web diagram with organisms to classify",MC or TEI,"Options likely include: herbivore / carnivore / omnivore / producer / consumer",Unknown,4,5-LS2-1 (Grade 5 misalignment),2,"Two-part food web classification question. References herbivores and producers suggesting students classify organisms by trophic level. Content aligns to Grade 5 LS2.",2,"If students classify organisms using food web evidence this engages Analyzing and Interpreting Data at a basic classification level.",2,"Food web trophic level classification (producers, herbivores, carnivores) is Grade 5 content. Recall-level within the misaligned content.",1,"Classification may implicitly engage Patterns but no deep CCC reasoning.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Food web classification is Grade 5 NGSS content. Two-part structure adds some depth but the task appears to be recall-level classification of trophic levels."
Alpha Standardized Science G4.6,22b,"[Part B of two-part question. Students select organisms that are herbivores or producers from a food web. Answer: B and E.]","Same food web diagram as 22a",MC,"A) [organism], B) [correct], C) [organism], D) [organism], E) [correct]","B, E",4,5-LS2-1 (Grade 5 misalignment),2,"Part B continues the food web classification task. Students must select specific organisms that fit a category (herbivores or producers). Multi-select format adds some complexity.",2,"Multi-select format requires students to evaluate each organism against classification criteria. Slightly higher demand than single-select but still classification-level.",2,"Same Grade 5 content as 22a. Students apply trophic level definitions to identify specific organisms.",1,"No deep CCC engagement beyond basic classification.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Multi-select format adds slight complexity but the task remains recall-level classification of Grade 5 content. Realign to Grade 4 standards."
Alpha Standardized Science G4.6,23,"[Stem in image — limited evaluation. Answer key indicates B is correct.]",Image likely present,MC,"A) [in image], B) [correct], C) [in image], D) [in image]",B,4,Unknown — image-dependent,1,"Stem was not extracted. Only the correct answer (B) is known. Cannot evaluate scenario quality.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Only the answer key was extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,24,"Stem in image — limited evaluation.",Image-based question,MC or TEI,Unknown,Unknown,4,Unknown — image-dependent,1,"Stem is entirely embedded in an image. Cannot evaluate. Conservatively scored.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,25,"Drag and drop organisms to complete a food chain. [Likely involves ordering organisms by energy flow from producer to top consumer.]","Food chain diagram with drag-drop slots for organisms",DD,"Organisms to arrange in food chain order (e.g. phytoplankton → zooplankton → krill → squid or similar)",TEI — arrange food chain,4,5-LS2-1 (Grade 5 misalignment),2,"Food chain ordering task. Students must sequence organisms by energy flow from producer to consumer. Content aligns to Grade 5 LS2 rather than Grade 4 NGSS. The drag-drop format adds interactivity.",2,"Students sequence organisms in a food chain which engages Developing and Using Models at a basic level — constructing a simple energy flow model.",2,"Food chain sequencing is Grade 5 content (5-LS2). Tests understanding of energy flow from producers through consumers. Application-level within misaligned content.",2,"Implicitly engages Energy and Matter (energy flows through food chains) and Patterns (consistent pattern of producer → consumer hierarchy) but students are not asked to reason deeply with these CCCs.",2.0,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Food chain content is Grade 5 NGSS. The drag-drop sequencing adds interactivity but not cognitive depth. Realign to Grade 4 standards. If retained add a follow-up asking what happens to energy at each level."
Alpha Standardized Science G4.6,26,"[Food chain question — answer C. Options reference marine organisms: squid, phytoplankton, zooplankton, krill. Photosynthesis mentioned.]","Marine food chain diagram with organism options",MC,"A) squid → phytoplankton → zooplankton → krill, B) krill → zooplankton → phytoplankton → squid, C) phytoplankton → zooplankton → krill → squid, D) zooplankton → krill → squid → phytoplankton",C,4,5-LS2-1 (Grade 5 misalignment),2,"Marine food chain sequencing question. Students must order organisms from producer (phytoplankton) through consumers. Photosynthesis reference connects producers to energy source. Grade 5 content.",2,"Students apply understanding of energy flow to sequence marine organisms. Engages Developing and Using Models at a basic level — selecting the correct food chain model.",2,"Tests understanding that phytoplankton are producers (photosynthesis) and energy flows through zooplankton → krill → squid. Grade 5 content applied at recall/application level.",2,"Engages Energy and Matter (energy flows from sun → producers → consumers) at a basic level. The photosynthesis reference connects to energy input.",2.0,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Marine food chain content is Grade 5 NGSS. The inclusion of photosynthesis adds a conceptual layer but the task is essentially recall of food chain ordering. Realign to Grade 4 or redesign to ask students to explain what happens to energy at each trophic level."
Alpha Standardized Science G4.6,27,"What causes the pattern of day and night on Earth? [Options reference the sun's rotation on its axis and likely Earth's rotation.]",None,MC,"A) The sun's rotation on its axis, B) Earth's rotation on its axis, C) The moon's orbit around Earth, D) Earth's orbit around the sun",B (likely),4,5-ESS1-2 (Grade 5 misalignment),2,"Simple recall question about the cause of day and night. The mention of 'the sun's rotation on its axis' as a distractor suggests testing basic understanding. Content aligns to Grade 5 ESS1 rather than Grade 4 NGSS.",1,"No science practice engaged. Pure recall of what causes day and night.",2,"Tests understanding that Earth's rotation causes day and night. This content aligns to 5-ESS1-2 (Grade 5) not Grade 4 standards. Recall-level.",1,"Implicitly engages Cause and Effect (rotation causes day/night) but at a trivially simple level.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Content misalignment: day/night cycle is Grade 5 NGSS (5-ESS1-2). Pure recall question. If retained redesign with a scenario showing shadow data at different times and asking students to explain the pattern using Earth's rotation."
Alpha Standardized Science G4.6,28,"Stem in image — limited evaluation.",Image-based question,MC or TEI,Unknown,Unknown,4,Unknown — image-dependent,1,"Stem is entirely embedded in an image. Cannot evaluate. Conservatively scored.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Stem was not extractable. Full evaluation requires the original test image."
Alpha Standardized Science G4.6,29,"Drag and drop to place the snake in the correct position in the food web. [Students must identify the snake's trophic level and position in the food web.]","Food web diagram with a drag-drop slot for snake placement",DD,"Snake placement options within food web structure",TEI — place snake in food web,4,5-LS2-1 (Grade 5 misalignment),2,"Food web placement task requiring students to understand what snakes eat and what eats snakes. Content aligns to Grade 5 LS2. The drag-drop format requires understanding of trophic relationships.",2,"Students construct part of a food web model by placing an organism. Engages Developing and Using Models at a basic level — students must understand the organism's role in the web.",2,"Tests understanding of food web structure and where a secondary consumer (snake) fits. Grade 5 content. Application-level within the food web context.",2,"Implicitly engages Energy and Matter (energy flow through food web) and Systems and System Models (food web as a system of interconnected relationships).",2.0,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Another food web question (Grade 5 content). The model-construction aspect of placing an organism adds some depth over simple identification. However this is the 8th or 9th ecosystem/food web question on this test — severe over-testing of misaligned content."
Alpha Standardized Science G4.6,30,"[Diagrams showing the orbits of Earth, Moon, and Sun. Students likely identify which diagram correctly shows the orbital relationships.]","Diagrams showing orbital models of Earth-Moon-Sun system",MC,"A) [diagram], B) [diagram], C) [diagram], D) [diagram]",Unknown,4,5-ESS1-2 (Grade 5 misalignment),2,"Earth-Moon-Sun orbital relationship question. Students must identify the correct model of orbital relationships from diagrams. Content aligns to Grade 5 ESS1 rather than Grade 4 NGSS.",2,"Students evaluate competing models of the Earth-Moon-Sun system. Engages Developing and Using Models at a basic level — selecting the correct model rather than constructing one.",2,"Tests understanding of Earth-Moon-Sun orbital relationships. This content is 5-ESS1 (Grade 5). Application-level within the misaligned content — students must know that Earth orbits Sun and Moon orbits Earth.",2,"Engages Systems and System Models (Earth-Moon-Sun as a system) at a basic level. Students must understand the nested orbital relationships.",2.0,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Content misalignment: Earth-Moon-Sun orbital system is Grade 5 NGSS (5-ESS1). The diagram-comparison format adds visual reasoning. Realign to Grade 4 standards."
Alpha Standardized Science G4.6,31,"[Stem in image — limited evaluation. Likely related to the Earth-Moon-Sun system based on position after Q30.]",Image-based question,MC,"A) [in image], B) [in image], C) [in image], D) [in image]",Unknown,4,5-ESS1-2 (likely — Earth/Moon/Sun),1,"Follows Q30 about Earth-Moon-Sun system. Stem not extracted. Likely Grade 5 content continuation. Conservatively scored.",1,"Cannot evaluate practice engagement.",1,"Cannot evaluate DCI depth. Likely Grade 5 content.",1,"Cannot evaluate CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Cannot Evaluate,Weak,"Likely continues the Earth-Moon-Sun theme from Q30 — Grade 5 NGSS content. Full evaluation requires the original test image."
