Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.9,10b,"Part B: Which energy conversion is occurring in the process described in Part A?",Same figure as 10a,MC,"A) Heat to light, B) Light to heat, C) Sound to light, D) Electrical to heat",B,4,4-PS3-2,3,"Builds on Part A by asking students to identify the specific energy conversion. The two-part structure requires connected reasoning — first identify evidence, then classify the conversion.",3,"Students identify an energy conversion from evidence analyzed in Part A. Engages Constructing Explanations — must connect evidence to the correct energy transformation.",3,"Requires understanding energy conversion types and applying them to the specific solar heating system. Application-level.",3,"Directly engages Energy and Matter — identifying how energy changes form. Students trace the conversion from light to heat.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good two-part structure that builds connected reasoning. Part B alone is relatively simple; its strength comes from the connection to Part A. Could add a Part C asking about the usefulness of this conversion."
Alpha Standardized Science G4.9,11,"An oak tree would be placed at which level in an energy pyramid?","Diagram of an energy pyramid with labeled levels",MC,"A) Level 1 (producers/bottom), B) Level 2 (primary consumers), C) Level 3 (secondary consumers), D) Level 4 (top predators)",A,4,Not G4 NGSS (5-LS2-1),2,"Energy pyramids and trophic levels are Grade 5 content (5-LS2-1). The question is simple classification with an energy pyramid diagram.",1,"No practice engaged. Pure recall of where producers fall in an energy pyramid. Direct classification.",2,"Energy pyramids and trophic levels are Grade 5 DCI (LS2.B). Not aligned to Grade 4 NGSS. Even for Grade 5, this is recall-level.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Does Not Meet,Weak,"OFF-GRADE CONTENT: Energy pyramids are Grade 5 NGSS (5-LS2-1). Replace with Grade 4 content about energy transfer or conversion (4-PS3-2)."
Alpha Standardized Science G4.9,12,"What is the hydrosphere?",None,MC,"A) All of the water inside, on, and around Earth, B) All of the air around Earth, C) All of the rock layers of Earth, D) All of the living organisms on Earth",A,4,4-ESS2-2,1,"No scenario. Pure vocabulary recall testing the definition of hydrosphere. No reasoning or application required.",1,"No practice engaged. Direct recall of a definition.",1,"Tests recall of the term hydrosphere. No understanding of Earth systems processes is required. Pure terminology.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure vocabulary recall. Redesign by presenting data about water distribution on Earth and asking students to explain how water moves between different parts of the hydrosphere, engaging Systems and System Models."
Alpha Standardized Science G4.9,13,"The diagram shows the distribution of water on planet Earth. Where is the majority of water on Earth found?","Pie chart or diagram showing distribution of Earth's water",MC,"A) In glaciers, B) In underground aquifers, C) In freshwater lakes, D) In oceans",D,4,4-ESS2-2,2,"Uses a diagram showing water distribution. Students must read the diagram to identify the largest water reservoir. Minimal reasoning beyond data reading.",2,"Students read and interpret a data display. Engages Analyzing and Interpreting Data at a basic level — identifying the largest category from a chart.",2,"Tests understanding of Earth's water distribution — most water is in oceans. Applied at data-reading level.",2,"Implicitly engages Scale, Proportion, and Quantity — comparing relative amounts — but the reasoning is basic chart reading.",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Basic data reading from a chart. Strengthen by asking students to explain WHY so much of Earth's water is salty and what implications this has for freshwater availability, connecting to 4-ESS3-1."
Alpha Standardized Science G4.9,14,"Sophia shouts down a deep well and hears an echo a few seconds later. What causes the echo?",None,MC,"A) The sound is amplified by the well walls, B) The sound reflects off the surface at the bottom of the well, C) The sound is absorbed by the water, D) The sound creates new sound waves underground",B,4,4-PS4-1,3,"Real observable phenomenon (echo in a well). Students must apply understanding of sound wave reflection to explain an everyday experience.",2,"Students select an explanation for an observed phenomenon. Engages Constructing Explanations at a basic level — the correct answer is fairly transparent.",3,"Requires understanding that sound waves reflect off surfaces. Applied to a real phenomenon rather than pure recall.",2,"Engages Cause and Effect — sound hitting a surface (cause) reflects back as echo (effect). Basic causal reasoning.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good phenomenon-based question. Strengthen by adding a follow-up asking students to predict how the echo would change if the well were deeper, and explain their reasoning using wave travel time."
Alpha Standardized Science G4.9,15,"In a food web, a snake eats mice and is eaten by hawks. Select all that correctly describe the snake's role.",None,MS,"A) Predator, B) Consumer, C) Prey, D) Producer, E) Decomposer, F) Autotroph, G) Carnivore","A, B, C, G",4,Not G4 NGSS (5-LS2-1),2,"Food web classification question. Food webs and ecological roles are Grade 5 content (5-LS2-1). The question requires classification of an organism's multiple roles.",1,"No meaningful practice engaged. Students classify an organism using ecological vocabulary. Pure recall of definitions.",2,"Food webs and ecological roles are Grade 5 DCI (LS2.A/LS2.B). Not aligned to Grade 4 NGSS. Even for Grade 5, this is vocabulary recall.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Does Not Meet,Weak,"OFF-GRADE CONTENT: Food web roles and classification are Grade 5 NGSS (5-LS2-1). Replace with Grade 4 content about organism structures and survival (4-LS1)."
Alpha Standardized Science G4.9,16,"Meteorology is the ___.",None,MC,"A) Study of rocks and minerals, B) Study of living organisms, C) Study of outer space, D) Scientific study of the atmosphere, weather, and weather forecasting",D,4,Not G4 NGSS (3-ESS2-1),1,"No scenario. Pure vocabulary recall of the definition of meteorology. Weather and climate are Grade 3 NGSS content (3-ESS2-1). Completely misaligned to Grade 4.",1,"No practice engaged. Direct recall of a vocabulary definition.",1,"Meteorology/weather is Grade 3 DCI (ESS2.D). Not aligned to Grade 4 NGSS. Pure terminology question.",1,"No CCC engaged.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Does Not Meet,Weak,"OFF-GRADE CONTENT: Weather and meteorology are Grade 3 NGSS (3-ESS2-1). Additionally, this is pure vocabulary recall. Remove entirely and replace with on-grade, phenomenon-based content."
Alpha Standardized Science G4.9,17,"Which of the following animals is preparing for a seasonal change in its environment?",None,MC,"A) A bird building a nest in spring, B) A fish swimming upstream, C) A dog chasing a ball, D) A squirrel storing nuts for winter",D,4,4-LS1-2,2,"Students must identify which animal behavior represents preparation for seasonal change. Minimal reasoning required — the answer is fairly obvious.",1,"No meaningful practice engaged. Students select the correct example of seasonal preparation. Pure identification.",2,"Tests understanding that some animals prepare for seasonal changes through behavior. Basic recall-level application of 4-LS1-2.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Too straightforward. Redesign by presenting data about multiple animal behaviors across seasons and asking students to identify patterns in seasonal preparation behaviors and explain WHY these behaviors help survival."
Alpha Standardized Science G4.9,18,"Which of the following is a physical adaptation?",None,MC,"A) A fox's fur turning white in winter, B) A bird migrating south, C) A bear hibernating, D) A dog learning tricks",A,4,4-LS1-1,2,"Students must distinguish physical (structural) adaptations from behavioral ones. Minimal scenario but requires classification reasoning.",1,"No practice engaged beyond classification. Students identify which option is a structural vs. behavioral adaptation.",2,"Tests understanding of the distinction between physical and behavioral adaptations. Basic classification applied to examples.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Simple classification. Redesign by presenting an organism in a specific habitat and asking students to explain HOW a physical adaptation helps it survive, engaging Structure and Function."
Alpha Standardized Science G4.9,19,"How might a plant defend itself from predators? Select all that apply.",None,MS,"A) Poison, B) Spines, C) Bright flowers, D) Thorns, E) Sweet fruit","A, B, D",4,4-LS1-1,2,"Students identify plant defense structures. Minimal scenario — the question is essentially classification of plant defense mechanisms.",2,"Students classify plant features as defensive or non-defensive. Engages basic reasoning about Structure and Function but is primarily recall.",2,"Tests understanding that plants have structures that protect them from being eaten. Applied at classification level for 4-LS1-1.",2,"Implicitly engages Structure and Function — defense structures serve a protective function — but the CCC is not explicitly required.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Basic classification. Redesign by presenting a specific plant with multiple structures and asking students to explain how EACH structure functions as a defense mechanism, making Structure and Function explicit."
Alpha Standardized Science G4.9,20,"Why are fossil fuels considered nonrenewable resources?",None,MC,"A) They are too expensive to extract, B) There is a chance of running out before nature can make more, C) They are found everywhere on Earth, D) They can be recycled easily",B,4,4-ESS3-1,2,"Basic question about nonrenewable resources. No scenario or data — students must recall why fossil fuels are classified as nonrenewable.",1,"No practice engaged. Direct recall of the definition and reasoning behind nonrenewable classification.",2,"Tests understanding that fossil fuels form over geological time and can be depleted faster than replaced. Basic application of 4-ESS3-1.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Redesign by providing data on fossil fuel consumption rates vs. formation rates and asking students to analyze the data to construct an argument for why these resources are considered nonrenewable."
Alpha Standardized Science G4.9,21,"Which of the following objects are good conductors of electricity? Select all that apply.",None,MS,"A) Rubber band, B) Metal fork, C) Wooden stick, D) Aluminum foil, E) Plastic straw","B, D",4,4-PS3-4,2,"Students classify materials as conductors or insulators. No scenario or investigation context — pure classification.",1,"No meaningful practice engaged. Students classify materials based on recall of which conduct electricity.",2,"Tests understanding that metals conduct electricity while rubber, wood, and plastic do not. Basic recall/classification for 4-PS3-4.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure classification recall. Redesign by providing data from an investigation where students tested different materials in a circuit and recorded results, asking them to analyze the data and identify the pattern."
Alpha Standardized Science G4.9,22a,"Part A: The graph in Figure 1 shows three objects moving at different speeds over time. Which line represents an object moving at a constant speed?","Graph (Figure 1) showing speed vs. time with multiple lines",MC,"A) Red line, B) Black line, C) Blue line, D) Green line",B,4,4-PS3-1,3,"Multi-part question using a speed-time graph. Students must interpret graphical data to identify constant speed (a flat/horizontal line). Requires data analysis skills.",3,"Students analyze and interpret graphical data. Engages Analyzing and Interpreting Data — must read and interpret a speed vs. time graph to identify a pattern (constant speed = horizontal line).",3,"Requires understanding the relationship between speed and time and how constant speed appears on a graph. Applied understanding beyond simple recall.",3,"Engages Patterns — recognizing that a constant speed produces a specific pattern (horizontal line) on a graph. Students use pattern recognition for interpretation.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good graph interpretation question. The two-part structure builds connected reasoning. Could strengthen by asking students to explain WHAT the other lines represent and what is happening to those objects' speeds."
Alpha Standardized Science G4.9,22b,"Part B: The graph in Figure 2 shows three objects. Which line represents the object moving at the fastest speed?","Graph (Figure 2) showing speed or distance vs. time with multiple lines",MC,"A) Line A, B) Line B, C) Line C, D) All lines show the same speed",A,4,4-PS3-1,3,"Continuation of graph analysis from Part A using a different graph. Students must compare speeds from graphical data to identify the fastest object.",3,"Students analyze and compare data from a graph. Engages Analyzing and Interpreting Data — must compare multiple data lines to determine which represents the fastest speed.",3,"Requires understanding how to read speed from a graph and compare multiple objects. Applied understanding building on Part A.",2,"Implicitly engages Patterns — comparing line slopes or values — but the reasoning is straightforward graph reading.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Solid graph-reading question. Together with Part A, this provides good data analysis practice. Could elevate by asking students to predict what happens when the fastest object encounters friction."
Alpha Standardized Science G4.9,23,"A solar energy system is shown in Figure 1. Which energy conversion occurs in Step 1 of the system?","Figure 1 showing a multi-step solar energy system",MC,"A) Heat to light, B) Light to heat, C) Electrical to sound, D) Solar (light) to electrical",D,4,4-PS3-2,3,"Students analyze a diagram of a solar energy system to identify a specific energy conversion at a specific step. Requires reading and interpreting a technical diagram.",3,"Students analyze a diagram to identify an energy conversion at a specific step. Engages Analyzing and Interpreting Data from a technical figure.",3,"Requires understanding of solar energy conversion — photovoltaic panels convert light energy to electrical energy. Applied to a specific system step.",3,"Engages Energy and Matter — tracing energy conversion through a system. Students reason about how energy changes form at each step.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good diagram-based question. Strengthen by asking students to trace the complete energy conversion chain through all steps and explain what happens to the energy at each stage."
Alpha Standardized Science G4.9,24,"A student holds a cold bowl of ice cream. True or false: Heat transfers from the cold bowl to the student's warm hands.",None,MC,"A) True, B) False",B,4,4-PS3-2,3,"Targets a common misconception about heat transfer direction. Students must reason that heat flows from warm to cold (hands to bowl), not cold to warm. Good misconception-probing question.",3,"Students evaluate a scientific claim about heat transfer direction. Engages Engaging in Argument from Evidence — must apply understanding to reject an incorrect claim.",3,"Requires understanding that heat always transfers from warmer to cooler objects. This directly addresses a persistent misconception. Application-level for 4-PS3-2.",3,"Engages Cause and Effect — temperature difference (cause) drives heat transfer in a specific direction (effect). Also Energy and Matter — energy flows from warm to cold.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Excellent misconception-targeting question. The true/false format limits depth, however. Strengthen by asking students to explain the direction of heat transfer and what happens to the ice cream and hands over time."
Alpha Standardized Science G4.9,25,"Volcanoes are found along the Ring of Fire in the Pacific Ocean. Why are there so many volcanoes concentrated in this region?",None,MC,"A) The Pacific Ocean is the largest ocean, B) This region has many tectonic plate boundaries, C) The water in the Pacific is warmer, D) Volcanic rock only forms near oceans",B,4,4-ESS2-2,3,"Real-world geographic phenomenon (Ring of Fire). Students must connect volcanic activity to plate tectonics. Requires application of Earth science knowledge to explain a pattern.",2,"Students select a causal explanation for a geographic pattern. Engages Constructing Explanations at a basic level — the correct answer is fairly recognizable.",3,"Requires understanding the connection between plate boundaries and volcanic/earthquake activity. Applied understanding of Earth processes for 4-ESS2-2.",3,"Engages Patterns — explaining why volcanoes cluster in a ring pattern around the Pacific. Also Cause and Effect — plate boundaries (cause) create volcanic activity (effect).",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good real-world phenomenon. Strengthen by providing a map with both earthquake and volcano data and asking students to identify the pattern and explain why both hazards cluster at plate boundaries."
Alpha Standardized Science G4.9,26,"Students observe trees on a hillside with bent trunks. The trees appear to be leaning downhill and soil has moved from around their roots. What most likely caused the soil to move on this hillside?","Image showing trees with bent trunks on a hillside",MC,"A) Animals dug up the soil, B) Gravity and erosion slowly moved soil downhill, C) The trees pushed the soil away, D) Wind blew the soil to a different location",B,4,4-ESS2-1,3,"Real observable phenomenon with visual evidence (bent trees, exposed roots). Students must reason about what force or process caused the observed changes to the hillside over time.",3,"Students analyze observational evidence to construct a causal explanation. Engages Constructing Explanations from Evidence — must connect bent trees and moved soil to an erosion process.",3,"Requires understanding Earth surface processes — gravity-driven erosion (creep) moves soil downhill over time. Applied to a real field observation.",3,"Engages Cause and Effect — gravity and erosion (cause) move soil downhill over time (effect), resulting in bent trees. Also Stability and Change — slow change over time.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Strong observational reasoning question. Could elevate by asking students to predict what will happen to the hillside over the next 50 years and what evidence they would look for to support their prediction."
Alpha Standardized Science G4.9,27a,"[Image-based multi-part question Part A] Students analyze a figure and answer a question about an Earth science or physical science concept based on visual evidence.",Image-based figure (details not fully extracted),MC,"A) B) C) D)",Unable to determine — image-dependent,4,4-ESS2-1,2,"Multi-part question with image-based content. Without the full text and image, a complete evaluation is limited. Scored conservatively based on typical multi-part MC format.",2,"Without full stem text, practice engagement cannot be fully evaluated. Scored conservatively assuming basic analysis of a figure.",2,"Without full content, DCI alignment and depth cannot be fully evaluated. Scored conservatively.",2,"Without full content, CCC engagement cannot be fully evaluated. Scored conservatively.",2.0,Scripted,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,"INCOMPLETE EXTRACTION: Full question text and image were not captured during test extraction. Re-scan this question to enable complete evaluation."
Alpha Standardized Science G4.9,27b,"[Image-based multi-part question Part B] Follow-up question building on Part A, requiring additional reasoning about the same figure or scenario.",Same image as 27a,MC,"A) B) C) D)",Unable to determine — image-dependent,4,4-ESS2-1,2,"Part B of a multi-part question. Without the full text and image, evaluation is limited. Scored conservatively.",2,"Without full stem text, practice engagement cannot be fully evaluated. Scored conservatively.",2,"Without full content, DCI depth cannot be fully evaluated. Scored conservatively.",2,"Without full content, CCC engagement cannot be fully evaluated. Scored conservatively.",2.0,Scripted,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,"INCOMPLETE EXTRACTION: Full question text and image were not captured during test extraction. Re-scan this question to enable complete evaluation."
Alpha Standardized Science G4.9,28a,"[Image-based multi-part question Part A] Students analyze a figure and answer a question about a science concept based on visual evidence.",Image-based figure (details not fully extracted),MC,"A) B) C) D)",Unable to determine — image-dependent,4,4-PS3-2,2,"Multi-part question with image-based content. Without the full text and image, a complete evaluation is limited. Scored conservatively.",2,"Without full stem text, practice engagement cannot be fully evaluated. Scored conservatively.",2,"Without full content, DCI alignment and depth cannot be fully evaluated. Scored conservatively.",2,"Without full content, CCC engagement cannot be fully evaluated. Scored conservatively.",2.0,Scripted,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,"INCOMPLETE EXTRACTION: Full question text and image were not captured during test extraction. Re-scan this question to enable complete evaluation."
Alpha Standardized Science G4.9,28b,"[Image-based multi-part question Part B] Follow-up question building on Part A about the same science concept.",Same image as 28a,MC,"A) B) C) D)",Unable to determine — image-dependent,4,4-PS3-2,2,"Part B of a multi-part question. Without the full text and image, evaluation is limited. Scored conservatively.",2,"Without full stem text, practice engagement cannot be fully evaluated. Scored conservatively.",2,"Without full content, DCI depth cannot be fully evaluated. Scored conservatively.",2,"Without full content, CCC engagement cannot be fully evaluated. Scored conservatively.",2.0,Scripted,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,Unable to Fully Evaluate,"INCOMPLETE EXTRACTION: Full question text and image were not captured during test extraction. Re-scan this question to enable complete evaluation."
