Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.2,19,"A dog's brain can process more smell information than a rabbit's brain. Why is this?",None,MC,"A) Dogs are larger than rabbits, B) Dogs eat meat and rabbits eat plants, C) Rabbits rely more on hearing than smell, D) Dogs have more smell receptors than rabbits",D,4,4-LS1-2,2,"Students must connect brain processing capacity to number of receptors. Some reasoning required about structure-function relationships.",2,"Students select an explanation for a biological difference. Limited practice — selecting from options rather than constructing an explanation.",3,"Requires understanding that the number of sensory receptors determines the amount of information processed. Connects structure to function. Application-level.",2,"Implicitly engages Structure and Function (more receptors = more processing) but not explicitly required.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Some reasoning required but still fairly direct. Strengthen by providing data on receptor counts and brain regions for multiple animals and asking students to predict sensory capabilities."
Alpha Standardized Science G4.2,20,"A student investigates evaporation speeds of water samples. Which forms of energy are being compared in the investigation?",None,MC,"A) Sound and light energy, B) Chemical and electrical energy, C) Motion and sound energy, D) Light and heat energy",D,4,4-PS3-2,2,"Investigation context but the question itself is recall of energy forms involved in evaporation.",2,"Students identify energy forms in an investigation context. Limited practice — identification rather than analysis.",2,"Tests understanding that evaporation involves light and heat energy. Recall with investigation context.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Investigation framing adds minimal value when the question is pure recall. Redesign to ask students to plan how they would test which form of energy has a greater effect on evaporation rate."
Alpha Standardized Science G4.2,21,"Which group of objects uses energy of motion to perform their functions?","Images showing groups of objects; students must identify the group that uses kinetic energy.",MC,"A) Group with electrical devices, B) Group with mechanical/motion-based objects, C) Group with heat-producing objects, D) Group with light-producing objects",B,4,4-PS3-1,2,"Image-based classification question. Students must identify objects that use kinetic energy from images.",1,"No practice beyond classification from images. Recognition-level task.",2,"Tests understanding of energy of motion (kinetic energy) and identifying objects that use it. Recall/classification.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Image-dependent recall. Without seeing the specific images the question is pure classification. Add an explanation component asking WHY each object uses energy of motion."
Alpha Standardized Science G4.2,22,"Palm tree fossils were found in Alaska. This suggests the area once was what?",None,MC,"A) Colder than it is now, B) Warmer than it is now, C) The same temperature as it is now, D) Covered in ice",B,4,4-ESS1-1,3,"Real phenomenon — fossil evidence used to infer past climate. Students must reason that palm trees require warm climates to connect fossils to past environment.",3,"Students construct an explanation using fossil evidence to infer past environmental conditions. Engages Constructing Explanations from evidence.",3,"Requires understanding that fossils indicate past environmental conditions and that palm trees require warm climates. Application-level.",2,"Implicitly engages Stability and Change (climate has changed over time) but not explicitly required.",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good fossil-environment reasoning question. Strengthen by providing multiple fossil types from the same location and asking students to construct a more detailed environmental history."
Alpha Standardized Science G4.2,23,"Which Texas land formation is correctly paired with the force that formed it?",None,MC,"A) Canyon at Palo Duro formed by a river, B) Gulf Coast formed by volcanic activity, C) Davis Mountains formed by wind erosion, D) Big Bend formed by ocean waves",A,4,4-ESS2-1,2,"Students must match landforms with geological forces. Requires factual knowledge of specific Texas geography rather than reasoning.",2,"Students evaluate pairings of landforms and forces. Limited practice — selecting correct factual pairing.",2,"Tests understanding of how specific geological forces create landforms. Recall of specific landform-force relationships.",2,"Implicitly engages Cause and Effect (river causes canyon formation) but at identification level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Factual recall of geography-specific pairings. Redesign to provide evidence about a landform and ask students to determine which force created it and explain their reasoning."
Alpha Standardized Science G4.2,24,"Life stages of two animals are shown. Which BEST describes the animals?","Diagrams showing life stages of two different animals (one with metamorphosis).",MC,"A) Animal 1 changes form to become an adult, B) Animal 2 changes form to become an adult, C) Both animals change form equally, D) Neither animal changes form",A,4,4-LS1-1,2,"Image-based comparison of animal life cycles. Students must identify which animal undergoes metamorphosis.",2,"Students analyze life stage diagrams to identify metamorphosis. Engages Analyzing and Interpreting Data from diagrams at a basic level.",3,"Requires understanding that some animals undergo metamorphosis (dramatic form change) during development. Application-level.",2,"Implicitly engages Patterns (life cycle patterns differ between organisms) but not explicitly required.",2.25,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Basic life cycle comparison. Strengthen by asking students to explain HOW the form changes help the animal survive in different environments at different life stages."
Alpha Standardized Science G4.2,25,"Seashell fossils were found high in the Rocky Mountains. Which BEST explains how this happened?",None,MC,"A) The rocks formed under water and were later pushed up to form mountains, B) Ancient people carried the shells to the mountains, C) The shells were blown to the mountains by wind, D) The mountains were always covered in shells",A,4,4-ESS1-1,3,"Real phenomenon — marine fossils at high elevation. Students must reason about geological uplift and past environments. Strong science reasoning required.",3,"Students construct an explanation connecting marine fossil evidence to geological processes. Engages Constructing Explanations from evidence.",3,"Requires understanding that rock layers can form underwater and be uplifted by tectonic forces over millions of years. Application-level.",3,"Engages Stability and Change — Earth's surface has changed dramatically over time. Also engages Cause and Effect (uplift caused mountains with marine fossils).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good fossil-geology reasoning question. Strengthen by asking students to describe what additional evidence would support this explanation and engage students in scientific argumentation."
Alpha Standardized Science G4.2,26,"Drag the images to show the correct order of a tomato plant life cycle.","Images of tomato plant life stages to be arranged in order.",TEI,"Seed, Seedling, Mature plant with flowers, Plant with fruit",TEI,4,4-LS1-1,2,"Sequencing task for plant life cycle. Students must order images correctly but reasoning is recall-based.",2,"Students develop a model of a plant life cycle by sequencing stages. Engages Developing and Using Models at a basic level.",2,"Tests understanding of plant life cycle stages. Recall with sequencing application.",2,"Implicitly engages Patterns (cyclical life pattern) but not explicitly required.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Recall-based sequencing. Strengthen by asking students to explain what happens at each stage and why the order matters for reproduction and survival."
Alpha Standardized Science G4.2,27,"Which list best describes a landslide?","Images or descriptions related to landslide characteristics.",MC,"A) Slow movement of soil over many years, B) Rapid downhill movement of rock and soil caused by gravity, C) Wind carrying sand across a desert, D) Water slowly dissolving limestone underground",B,4,4-ESS2-1,2,"Image-based identification of landslide characteristics. Students must recognize the defining features of a landslide.",2,"Students identify characteristics of a geological process. Limited practice — recognition rather than analysis.",2,"Tests understanding of what a landslide is — rapid gravity-driven mass movement. Recall/identification level.",2,"Implicitly engages Cause and Effect (gravity causes rapid downhill movement) but at identification level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Definition recall with images. Redesign to provide a scenario with before/after images and ask students to explain what caused the landslide and what factors made it more likely."
Alpha Standardized Science G4.2,28,"Erosion is best described as what?",None,MC,"A) The building up of new rock layers, B) The breaking down of rock by freezing and thawing, C) Pieces of rock and soil carried from one place to another, D) The dissolving of minerals in water",C,4,4-ESS2-1,1,"No scenario. Pure definition recall of erosion. No reasoning required.",1,"No practice engaged. Direct recall of a definition.",2,"Tests understanding of the definition of erosion. Recall only.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure vocabulary recall. Identical concept tested in Q14. Remove redundancy and replace with a question requiring students to apply erosion concepts to a real scenario."
Alpha Standardized Science G4.2,29,"A student recorded how long it took a puddle to evaporate. Which energy causes evaporation?",None,MC,"A) Sound energy from the environment, B) Electrical energy from the ground, C) Heat energy from the environment, D) Light energy from street lamps",C,4,4-PS3-2,2,"Investigation context about puddle evaporation. Students must identify the energy source driving evaporation.",2,"Students identify the energy form causing evaporation in an observation context. Limited practice — identification rather than analysis.",2,"Tests understanding that heat energy drives evaporation. Recall with simple application.",1,"No CCC engaged.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Recall with minimal investigation context. Redesign to provide data on evaporation rates under different conditions (shade vs sun, wind vs no wind) and ask students to analyze which factors matter most."
Alpha Standardized Science G4.2,30,"Two balloons are shown. Which statement about the balloons is true?","Image showing two balloons with different static charges.",MC,"A) The balloons will push each other away because they have the same charge, B) The balloons will not affect each other, C) The balloons will float upward, D) The balloons will attract each other through static electricity",D,4,4-PS3-2,2,"Image-based static electricity question. Students must determine the interaction between two charged balloons.",2,"Students analyze an image to predict electrostatic behavior. Some practice of predicting based on evidence in the image.",2,"Tests understanding of static electricity and charge interactions. Application of attraction between opposite charges.",2,"Engages Cause and Effect (opposite charges cause attraction) but at a basic level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Image-dependent with limited reasoning. Redesign by providing a scenario where students rub different materials together and must predict and explain the resulting interactions."
Alpha Standardized Science G4.2,31,"Which wave has the greatest wavelength?","Image showing multiple waves with different wavelengths labeled.",MC,"A) Wave A, B) Wave B, C) Wave C, D) Wave D",B,4,4-PS4-1,2,"Image-based wave comparison. Students must visually identify the wave with the greatest wavelength.",1,"No practice beyond visual identification from a diagram. Recognition-level task.",2,"Tests understanding of wavelength as a measurable wave property. Basic visual identification.",1,"No CCC engaged.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure visual identification. Redesign to provide wave data in a table and ask students to compare wavelengths and predict differences in sound pitch or light color."
Alpha Standardized Science G4.2,32,"Two blocks are shown: Block A is at 21 degrees C and Block B is at 24 degrees C. The blocks are placed touching each other. Which describes the direction of heat flow?",None,MC,"A) Heat flows from A to B because A is cooler, B) No heat flows because the temperatures are close, C) Heat flows from B to A because B is warmer, D) Heat flows equally in both directions",C,4,4-PS3-2,2,"Basic heat transfer question. Students must apply the principle that heat flows from warmer to cooler objects.",2,"Students apply a scientific principle to predict heat flow direction. Limited practice — straightforward application.",2,"Tests understanding that heat energy transfers from warmer to cooler objects. Direct application of thermal energy transfer principle.",2,"Engages Cause and Effect (temperature difference causes heat flow from warm to cool) but at a basic level.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Basic recall of heat transfer direction. Redesign by providing temperature data over time for both blocks and ask students to predict final equilibrium temperature and explain the energy transfers."
