Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G4.17,11,"A hiker has a topographic map showing a river running north-south. On the east side of the river contour lines are 2 cm apart. On the west side contour lines are 0.5 cm apart. Which statement correctly describes the terrain?","Topographic map showing river with different contour spacings on each side",MC,"A) East side is steep and west side is gradual, B) West side is steep and east side is gradual making it easier to climb, C) Both sides have the same steepness, D) The river flows uphill on the west side",B,4,4-ESS2-2,4,"Strong applied scenario requiring students to interpret contour line spacing on both sides of a river and correctly translate spacing to terrain description. Builds on topographic reasoning from Q10.",3,"Students analyze and interpret topographic map data to describe terrain features. Engages Analyzing and Interpreting Data from a scientific representation.",3,"Requires understanding the inverse relationship between contour line spacing and slope steepness. Applied interpretation of topographic representations.",3,"Engages Patterns — recognizing that spacing patterns indicate different terrain characteristics on each side of the river.",3.25,High Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good companion to Q10. Could elevate by asking students to explain WHY wider contour spacing indicates gentler slopes or to predict what the hiker would experience crossing from one side to the other."
Alpha Standardized Science G4.17,12,"A family lives in a hurricane-prone area and must protect 10 windows. Plywood costs $50 per window and takes 45 minutes per window to install with a 3-5 year lifespan. Roll-down shutters cost $300 per window and deploy in seconds with a 10-15 year lifespan. Budget is $3500, minimal storage space, and family is often away during hurricanes. Which solution is best?",None,MC,"A) Plywood because it is the cheapest option, B) Plywood because it provides better protection, C) Roll-down shutters because they last longer, D) Roll-down shutters because they can be deployed remotely while the family is traveling",D,4,3-5-ETS1-2,5,"Excellent engineering design problem with multiple explicit constraints: budget ($3500), number of windows (10), storage limitations, time constraints, and the critical factor that the family is often away. Students must weigh multiple trade-offs simultaneously.",4,"Students evaluate competing solutions against multiple criteria and constraints. Engages Designing Solutions and Engaging in Argument from Evidence by selecting and justifying the best solution based on constraint analysis.",3,"Requires understanding engineering design trade-offs including cost, durability, ease of use, and practical constraints. Applied ETS reasoning with real-world complexity.",4,"Strongly engages Systems and System Models — students must consider how multiple constraints interact as a system to determine the optimal solution. Also engages Cause and Effect (being away causes inability to install plywood).",4.0,Doing Science,Meets,Meets,Meets,Meets,Good,"One of the strongest items on this test. Excellent multi-constraint engineering problem. Could add a Part B asking what the family should choose if they were always home during hurricane season."
Alpha Standardized Science G4.17,13,"A library needs flood protection meeting these requirements: at least 25 inches of protection, installation in less than 5 hours, lasting at least 5 seasons, budget of $5500. Which option is MOST appropriate? Option details provided for multiple solutions.",None,MC,"A) Sandbag wall — 20 inches protection, B) Aluminum flood gates — 30 inches protection and 4.5 hours installation and $5400 cost and 12-year lifespan, C) Inflatable barrier — 28 inches protection and 6 hours installation, D) Concrete barrier — 36 inches protection and $7000 cost",B,4,3-5-ETS1-2,5,"Excellent engineering design problem requiring systematic evaluation of four solutions against four specific constraints. Students must check each option against all criteria and identify the only one that meets every requirement. Strong constraint-based reasoning.",4,"Students systematically evaluate multiple solutions against quantitative criteria. Engages Designing Solutions and Analyzing and Interpreting Data by comparing specifications to requirements.",3,"Requires understanding how to systematically evaluate engineering solutions against defined criteria. Applied ETS reasoning with quantitative comparison.",4,"Strongly engages Systems and System Models — each constraint functions as part of a system of requirements. Students must consider all constraints together. Also engages Patterns in systematic comparison.",4.0,Doing Science,Meets,Meets,Meets,Meets,Good,"Excellent constraint-evaluation question. Each distractor fails on exactly one criterion (A: height; C: time; D: budget), making the reasoning clear and systematic. Could add a Part B about trade-offs if the budget increased."
Alpha Standardized Science G4.17,14,"Three balls are tested: Ball P travels 18 meters in 6 seconds (3 m/s). Ball Q travels 12 meters in 3 seconds (4 m/s). Ball R travels 15 meters in 5 seconds (3 m/s). Which statement correctly explains the relationship between speed and energy?",None,MC,"A) Ball P has the most energy because it traveled the farthest, B) Ball Q has the most energy because it has the highest speed at 4 m/s, C) Ball R has the most energy because it traveled a moderate distance, D) All three balls have the same energy because they all moved",B,4,4-PS3-1,3,"Data-based scenario requiring students to calculate or compare speeds from distance and time data and then link speed to kinetic energy. Quantitative reasoning required.",3,"Students analyze quantitative data to determine speed and rank energy. Engages Analyzing and Interpreting Data with mathematical reasoning required to calculate speeds.",3,"Requires understanding that speed determines kinetic energy (for same-mass objects) and that speed must be derived from distance/time data. Applied understanding of energy and motion.",3,"Engages Patterns — students calculate speeds and identify the pattern that greater speed corresponds to greater energy. Also engages Energy and Matter.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good quantitative reasoning question. Strengthen by including balls of different masses and asking how both mass and speed affect kinetic energy to deepen the analysis."
Alpha Standardized Science G4.17,15,"Object X is at 35 degrees C and Object Y is at 15 degrees C. They are placed in contact. Later Object X is at 30 degrees C and Object Y is at 20 degrees C. Which statement explains the heat transfer?",None,MC,"A) Heat transferred from X to Y because heat flows from higher to lower temperature, B) Heat transferred from Y to X because Y needed more energy, C) Both objects lost heat to the surroundings, D) No heat transfer occurred because the objects are different materials",A,4,4-PS3-2,3,"Real scenario with specific temperature data showing changes after contact. Students must interpret the data and apply the principle that heat flows from warmer to cooler objects.",3,"Students analyze temperature data and construct an explanation for the observed changes. Engages Analyzing and Interpreting Data and Constructing Explanations from quantitative evidence.",3,"Requires understanding that thermal energy transfers from higher-temperature objects to lower-temperature objects. Applied understanding with specific temperature values as evidence.",3,"Engages Cause and Effect — temperature difference (cause) drives heat transfer (effect). Also engages Energy and Matter — energy flows from hot to cold.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good data-driven heat transfer question. Elevate by asking students to predict the final equilibrium temperature or explain why the objects did not reach the same temperature yet."
Alpha Standardized Science G4.17,16,"A student builds a circuit with a switch, battery, wires, and bulb. When the switch is closed the bulb does not light. The battery and bulb both work when tested separately. What is the most likely cause?",None,MC,"A) There is a break in the conducting path, B) The switch is too far from the battery, C) The bulb needs two batteries, D) The wires are too long",A,4,4-PS3-2,3,"Troubleshooting scenario where students must diagnose why a circuit is not working despite functional components. Students must reason about what could prevent current flow when all individual parts work.",3,"Students engage in diagnostic reasoning similar to Planning and Carrying Out Investigations and Constructing Explanations. Must reason from evidence (components work individually) to identify the cause of failure.",3,"Requires understanding that a complete conducting path is necessary for current flow. Applied understanding of circuit principles in a troubleshooting context.",3,"Engages Cause and Effect — the break in the path (cause) prevents current flow and the bulb from lighting (effect). Students reason diagnostically about causation.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good diagnostic reasoning question. Strengthen by asking students to describe what steps they would take to find and fix the break, engaging Planning and Carrying Out Investigations."
Alpha Standardized Science G4.17,17,"A circuit has two switches connected in series with a battery and a bulb. Only the first switch is closed. Why doesn't the bulb light?",None,MC,"A) The first switch is blocking the current, B) The battery is not strong enough for two switches, C) The conducting path is incomplete because the second switch is open preventing current flow, D) The bulb only works when one switch is present",C,4,4-PS3-2,3,"Builds on circuit concepts from Q16 by introducing series switches. Students must understand that all switches in a series circuit must be closed for current to flow. Applied reasoning about circuit completeness.",3,"Students construct an explanation for why the circuit fails. Engages Constructing Explanations about circuit behavior based on understanding of series connections.",3,"Requires understanding that a series circuit needs a complete path through all components. Applied understanding of circuit principles with added complexity of multiple switches.",3,"Engages Cause and Effect — the open second switch (cause) breaks the conducting path preventing current flow (effect). Also engages Systems and System Models at a basic level.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good companion to Q16 adding complexity with series switches. Could elevate by asking students to compare series vs. parallel switch arrangements and predict outcomes."
Alpha Standardized Science G4.17,18,"Which appliance demonstrates the conversion of electrical energy to mechanical energy to sound energy?",None,MC,"A) A ceiling fan that creates noise while its blades rotate, B) A lamp that produces light, C) A radio that plays music, D) A heater that warms a room",A,4,4-PS3-2,2,"Asks students to identify a specific three-step energy conversion chain. Some reasoning required to trace electrical to mechanical to sound but limited authentic scenario.",2,"Students identify a device matching a specific energy conversion sequence. Engages Analyzing and Interpreting Data at a basic matching level — tracing energy transformations through a device.",3,"Requires understanding the full chain of energy conversions in a ceiling fan: electrical energy powers motor (mechanical) which creates vibrations/noise (sound). Applied understanding of energy transformations.",2,"Implicitly engages Energy and Matter (energy transformation chain) but the reasoning demand is modest.",2.25,Low Guided Integration,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"The energy chain concept is good but presented as simple matching. Redesign to give students data about energy inputs and outputs of several devices and ask them to construct and explain the conversion chains."
Alpha Standardized Science G4.17,19,"Which device converts electrical energy to heat energy as its main function?",None,MC,"A) A flashlight, B) A radio, C) A fan, D) An electric toaster",D,4,4-PS3-2,1,"No scenario. Direct recall of which device primarily converts electrical to heat energy. No reasoning required.",1,"No science practice engaged. Pure recall and classification of a device by its primary energy conversion.",2,"Tests knowledge that a toaster converts electrical energy primarily to heat. Recall-level understanding.",1,"No CCC engaged.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure recall. Redesign by providing energy input/output data for multiple devices and asking students to identify patterns in energy conversions and explain why some devices produce heat as a byproduct vs. primary function."
Alpha Standardized Science G4.17,20,"Students are presenting science fair projects. Which project contributes LEAST to air pollution?",None,MC,"A) A model car powered by a small gasoline engine, B) A miniature windmill that converts air energy into motion and light, C) A small coal-burning steam engine, D) A wood-burning camp stove",B,4,4-ESS3-1,2,"Scenario with multiple energy projects. Students must compare pollution impacts across four options. Some analysis required but the answer is straightforward — renewable vs. combustion sources.",2,"Students compare and evaluate energy sources based on environmental impact. Engages Analyzing and Interpreting Data at a basic comparison level.",2,"Tests understanding that wind energy does not produce air pollutants while combustion does. Basic recall of renewable vs. nonrenewable energy impacts.",2,"Implicitly engages Cause and Effect (combustion causes pollution; wind does not) but the reasoning is minimal.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"The science fair framing is good but the question is simple categorization. Strengthen by providing air quality data from each project and asking students to analyze patterns and make recommendations."
Alpha Standardized Science G4.17,21,"A sound wave completes 3 cycles per second. A water wave takes 2 seconds to complete 1 cycle. Both have the same amplitude. Which statement correctly describes these waves?",None,MC,"A) The sound wave has a lower frequency than the water wave, B) Both waves have the same frequency and wavelength, C) The water wave has a lower frequency and a longer wavelength, D) The sound wave has a longer wavelength than the water wave",C,4,4-PS4-1,3,"Quantitative wave comparison requiring students to determine frequency from given data and then relate frequency to wavelength. Multi-step reasoning with specific numerical data.",3,"Students analyze quantitative data about two waves to compare frequency and wavelength. Engages Analyzing and Interpreting Data and Using Mathematics and Computational Thinking.",3,"Requires understanding the relationship between frequency and wavelength (inverse relationship) and the ability to determine frequency from cycles-per-time data. Applied understanding of wave properties.",3,"Engages Patterns — students identify the pattern that lower frequency corresponds to longer wavelength. Also engages Cause and Effect in the inverse relationship between frequency and wavelength.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good quantitative wave comparison. Strengthen by providing wave diagrams and asking students to draw and label the amplitude, wavelength, and frequency for each wave."
Alpha Standardized Science G4.17,22,"Rain washes soil from a construction site into a nearby stream. Which action would BEST prevent this from happening?",None,MC,"A) Install a silt fence along the edge of the construction site, B) Build a dam across the stream, C) Plant flowers in the stream, D) Cover the stream with a tarp",A,4,4-ESS2-1,3,"Real-world erosion and runoff problem at a construction site. Students must evaluate solutions and select the most practical and effective one for preventing sediment from entering the stream.",3,"Students evaluate competing solutions to an erosion and runoff problem. Engages Designing Solutions and Constructing Explanations about why a silt fence prevents sediment transport.",3,"Requires understanding erosion, sediment transport by water, and how physical barriers can intercept sediment before it enters waterways. Applied understanding of Earth surface processes.",3,"Engages Cause and Effect — rain causes erosion and the silt fence blocks sediment transport (cause of solution). Also engages Systems and System Models at a basic level (construction site, runoff, stream as interconnected).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good applied question connecting erosion to real-world solutions. Strengthen by providing data on sediment levels with and without silt fences and asking students to analyze the effectiveness."
